ISRC,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
USDJ20010454,I Cry - Album Version (Edited),Ja Rule,0.634,0.556,10,-5.848,1,0.182,0.234,0.0,0.198,0.327,72.134,audio_features,7Ds3XtlWd74fYMCzB6kSK9,spotify:track:7Ds3XtlWd74fYMCzB6kSK9,https://api.spotify.com/v1/tracks/7Ds3XtlWd74fYMCzB6kSK9,https://api.spotify.com/v1/audio-analysis/7Ds3XtlWd74fYMCzB6kSK9,317733,4
USEE10900563,Party,En Vogue,0.63,0.742,0,-12.696,1,0.456,0.477,0.0,0.484,0.689,108.488,audio_features,42Bof3SNpAPQRFIUhDVHXU,spotify:track:42Bof3SNpAPQRFIUhDVHXU,https://api.spotify.com/v1/tracks/42Bof3SNpAPQRFIUhDVHXU,https://api.spotify.com/v1/audio-analysis/42Bof3SNpAPQRFIUhDVHXU,71000,4
USRH12000846,Party - 2020 Remaster,En Vogue,0.648,0.751,0,-12.005,1,0.421,0.444,0.0,0.484,0.727,108.356,audio_features,6Sh40yyxd3EegnwR6n2db5,spotify:track:6Sh40yyxd3EegnwR6n2db5,https://api.spotify.com/v1/tracks/6Sh40yyxd3EegnwR6n2db5,https://api.spotify.com/v1/audio-analysis/6Sh40yyxd3EegnwR6n2db5,71000,4
GBAHS0300706,Southern Sun - Extended Mix,Paul Oakenfold,0.553,0.726,4,-9.798,0,0.0299,0.0511,0.147,0.103,0.517,132.006,audio_features,7hIozrYsFYuuz6mLbnOMsV,spotify:track:7hIozrYsFYuuz6mLbnOMsV,https://api.spotify.com/v1/tracks/7hIozrYsFYuuz6mLbnOMsV,https://api.spotify.com/v1/audio-analysis/7hIozrYsFYuuz6mLbnOMsV,417533,4
USSM10701232,Drive All Night,Tori Amos,0.48,0.557,8,-6.626,1,0.0273,0.521,0.000656,0.0845,0.403,186.924,audio_features,6FdX5z61A5AaRHolLXZGMA,spotify:track:6FdX5z61A5AaRHolLXZGMA,https://api.spotify.com/v1/tracks/6FdX5z61A5AaRHolLXZGMA,https://api.spotify.com/v1/audio-analysis/6FdX5z61A5AaRHolLXZGMA,246133,4
USVPR1400389,Bounce Along,Wayne Wonder,0.77,0.682,0,-5.337,0,0.27,0.117,0.0,0.0396,0.964,95.699,audio_features,6hDdz3s6TMHF6ohnCIa1z6,spotify:track:6hDdz3s6TMHF6ohnCIa1z6,https://api.spotify.com/v1/tracks/6hDdz3s6TMHF6ohnCIa1z6,https://api.spotify.com/v1/audio-analysis/6hDdz3s6TMHF6ohnCIa1z6,290493,4
USIR19500270,Spiderwebs,No Doubt,0.49,0.852,10,-7.192,1,0.0502,0.0376,2.21e-06,0.126,0.663,143.248,audio_features,4ZD6SiaJi75smnel0d7jl3,spotify:track:4ZD6SiaJi75smnel0d7jl3,https://api.spotify.com/v1/tracks/4ZD6SiaJi75smnel0d7jl3,https://api.spotify.com/v1/audio-analysis/4ZD6SiaJi75smnel0d7jl3,266760,4
GBARL1600968,Change My Love,Craig David,0.382,0.676,10,-4.252,1,0.118,0.0672,0.0,0.0684,0.609,85.311,audio_features,5z4G37A29NpXvYVUY8BnZX,spotify:track:5z4G37A29NpXvYVUY8BnZX,https://api.spotify.com/v1/tracks/5z4G37A29NpXvYVUY8BnZX,https://api.spotify.com/v1/audio-analysis/5z4G37A29NpXvYVUY8BnZX,204453,4
USBB40580691,Somebody's Gotta Die - 2005 Remaster,The Notorious B.I.G.,0.496,0.773,8,-7.838,1,0.348,0.205,1.41e-06,0.15,0.69,81.382,audio_features,5O7bc2XPrOWu4AR93SkZAc,spotify:track:5O7bc2XPrOWu4AR93SkZAc,https://api.spotify.com/v1/tracks/5O7bc2XPrOWu4AR93SkZAc,https://api.spotify.com/v1/audio-analysis/5O7bc2XPrOWu4AR93SkZAc,266733,4
USSM19200430,"Make It Happen - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",Mariah Carey,0.655,0.837,4,-7.778,1,0.0637,0.631,1.08e-06,0.793,0.731,110.711,audio_features,1pKtTn7aQK3WtIriBsRPsY,spotify:track:1pKtTn7aQK3WtIriBsRPsY,https://api.spotify.com/v1/tracks/1pKtTn7aQK3WtIriBsRPsY,https://api.spotify.com/v1/audio-analysis/1pKtTn7aQK3WtIriBsRPsY,249533,4
GBUM72003365,The Tide Will Turn For Rebecca - Piano Demo,Elton John,0.558,0.179,4,-12.159,0,0.0402,0.783,0.0,0.363,0.4,131.377,audio_features,1FY3SbXdVdTnfKWW1kMTNK,spotify:track:1FY3SbXdVdTnfKWW1kMTNK,https://api.spotify.com/v1/tracks/1FY3SbXdVdTnfKWW1kMTNK,https://api.spotify.com/v1/audio-analysis/1FY3SbXdVdTnfKWW1kMTNK,182080,5
USQX92003606,"Close My Eyes - Acoustic, 2020",Mariah Carey,0.622,0.239,3,-11.289,1,0.0277,0.82,0.0,0.148,0.474,104.074,audio_features,4ncnhvJuxQcoTLDIeUUsr1,spotify:track:4ncnhvJuxQcoTLDIeUUsr1,https://api.spotify.com/v1/tracks/4ncnhvJuxQcoTLDIeUUsr1,https://api.spotify.com/v1/audio-analysis/4ncnhvJuxQcoTLDIeUUsr1,198613,4
USKO11900356,Come My Way,Nappy Roots,0.727,0.553,7,-10.805,1,0.201,0.0916,0.0,0.238,0.403,92.046,audio_features,4yLks59uaGOUicOMIYXphP,spotify:track:4yLks59uaGOUicOMIYXphP,https://api.spotify.com/v1/tracks/4yLks59uaGOUicOMIYXphP,https://api.spotify.com/v1/audio-analysis/4yLks59uaGOUicOMIYXphP,191960,4
USA5W2100423,Fall in Love at Christmas - Moto Blanco Remix,Mariah Carey,0.66,0.913,7,-4.507,0,0.0428,0.000342,0.204,0.0543,0.94,123.996,audio_features,0JOs346z7kVU07LzcVjZBy,spotify:track:0JOs346z7kVU07LzcVjZBy,https://api.spotify.com/v1/tracks/0JOs346z7kVU07LzcVjZBy,https://api.spotify.com/v1/audio-analysis/0JOs346z7kVU07LzcVjZBy,392000,4
USSM11902767,Shining (Thank You) - Homecoming Live,Beyoncé,0.626,0.928,2,-9.326,0,0.124,0.00282,0.000363,0.941,0.475,104.912,audio_features,74ADo1aVXYrzDDwwNcENns,spotify:track:74ADo1aVXYrzDDwwNcENns,https://api.spotify.com/v1/tracks/74ADo1aVXYrzDDwwNcENns,https://api.spotify.com/v1/audio-analysis/74ADo1aVXYrzDDwwNcENns,159116,4
USIR10500880,Hollaback Girl - Dancehollaback Remix by Tony Kanal,Gwen Stefani,0.826,0.809,10,-3.559,0,0.0461,0.045,0.000196,0.123,0.589,105.983,audio_features,5la1Gj10lCYToqpA6bb6dU,spotify:track:5la1Gj10lCYToqpA6bb6dU,https://api.spotify.com/v1/tracks/5la1Gj10lCYToqpA6bb6dU,https://api.spotify.com/v1/audio-analysis/5la1Gj10lCYToqpA6bb6dU,411693,4
USSM12004960,Always Be My Baby - Live at the Tokyo Dome,Mariah Carey,0.518,0.755,4,-6.752,1,0.0463,0.366,0.0,0.947,0.599,78.828,audio_features,58QgGWqvercpslOCOlxyEr,spotify:track:58QgGWqvercpslOCOlxyEr,https://api.spotify.com/v1/tracks/58QgGWqvercpslOCOlxyEr,https://api.spotify.com/v1/audio-analysis/58QgGWqvercpslOCOlxyEr,278027,4
GBAYE0302277,Still Standing,Kylie Minogue,0.791,0.789,11,-5.406,1,0.0388,0.133,0.222,0.46,0.899,115.011,audio_features,2eDuFdFuvpUS38cT4LMx53,spotify:track:2eDuFdFuvpUS38cT4LMx53,https://api.spotify.com/v1/tracks/2eDuFdFuvpUS38cT4LMx53,https://api.spotify.com/v1/audio-analysis/2eDuFdFuvpUS38cT4LMx53,220107,4
NLF712000421,Always - Assaf Remix,Armin van Buuren,0.568,0.9,8,-2.844,1,0.043,0.000457,0.0188,0.218,0.337,128.026,audio_features,2TTTogfqtdOkkO0coG6hFG,spotify:track:2TTTogfqtdOkkO0coG6hFG,https://api.spotify.com/v1/tracks/2TTTogfqtdOkkO0coG6hFG,https://api.spotify.com/v1/audio-analysis/2TTTogfqtdOkkO0coG6hFG,174023,4
USKO10601844,Things You Don't Have To Do - Dj Strobe Loungin' In Ibiza Sunset Remix,Peter Malick,0.747,0.826,5,-9.99,0,0.0543,0.166,0.0175,0.0517,0.788,120.015,audio_features,4WJ6TM3W1CwZZlntOpybSA,spotify:track:4WJ6TM3W1CwZZlntOpybSA,https://api.spotify.com/v1/tracks/4WJ6TM3W1CwZZlntOpybSA,https://api.spotify.com/v1/audio-analysis/4WJ6TM3W1CwZZlntOpybSA,307520,4
USSM10200512,"No, No, No Pt. 2 feat. Wyclef Jean (Official Video) (feat. Wyclef Jean) - Extended Version",Destiny's Child,0.637,0.456,10,-4.847,0,0.225,0.138,0.0,0.17,0.75,92.913,audio_features,1vphC5vkKyiCcGu8a9A3jd,spotify:track:1vphC5vkKyiCcGu8a9A3jd,https://api.spotify.com/v1/tracks/1vphC5vkKyiCcGu8a9A3jd,https://api.spotify.com/v1/audio-analysis/1vphC5vkKyiCcGu8a9A3jd,241827,4
USRH11604360,Satisfy You (feat. R. Kelly) - 2016 Remaster,Diddy,0.722,0.72,6,-5.861,1,0.2,0.562,0.0,0.171,0.619,87.293,audio_features,5aAi301zyLbrWZKGccADY2,spotify:track:5aAi301zyLbrWZKGccADY2,https://api.spotify.com/v1/tracks/5aAi301zyLbrWZKGccADY2,https://api.spotify.com/v1/audio-analysis/5aAi301zyLbrWZKGccADY2,286599,4
USSM19701300,Tiny Rubberband,Gibson Haynes,0.486,0.762,9,-7.806,1,0.0593,0.00285,0.0643,0.0711,0.483,146.023,audio_features,4fGa9H2R2ApHUWUnzM039s,spotify:track:4fGa9H2R2ApHUWUnzM039s,https://api.spotify.com/v1/tracks/4fGa9H2R2ApHUWUnzM039s,https://api.spotify.com/v1/audio-analysis/4fGa9H2R2ApHUWUnzM039s,252400,4
USPR38202177,(If It) Hurts Just a Little,Donna Summer,0.802,0.538,2,-7.581,0,0.0467,0.445,1.27e-06,0.0468,0.797,111.537,audio_features,3fxig0l80Eog82JLirRT1N,spotify:track:3fxig0l80Eog82JLirRT1N,https://api.spotify.com/v1/tracks/3fxig0l80Eog82JLirRT1N,https://api.spotify.com/v1/audio-analysis/3fxig0l80Eog82JLirRT1N,233760,4
CAT391200146,Meathead,Zombie Nation,0.742,0.684,4,-7.684,0,0.0747,0.000449,0.806,0.0723,0.839,125.983,audio_features,5NVUupA2l5pxxFJ3erOqVT,spotify:track:5NVUupA2l5pxxFJ3erOqVT,https://api.spotify.com/v1/tracks/5NVUupA2l5pxxFJ3erOqVT,https://api.spotify.com/v1/audio-analysis/5NVUupA2l5pxxFJ3erOqVT,271785,4
USBB40580125,Cheat on You (feat. Lil' Cease & Jay-Z),Mase,0.864,0.51,6,-9.195,0,0.203,0.267,0.0,0.127,0.821,99.857,audio_features,26lJXK6AohQkgNrkV3MA2s,spotify:track:26lJXK6AohQkgNrkV3MA2s,https://api.spotify.com/v1/tracks/26lJXK6AohQkgNrkV3MA2s,https://api.spotify.com/v1/audio-analysis/26lJXK6AohQkgNrkV3MA2s,195907,4
USTB10300161,Rhyme'll Shine On,Naughty By Nature,0.824,0.599,8,-14.611,1,0.308,0.0204,1.63e-05,0.0388,0.645,101.718,audio_features,5ZrqlRRxRrrsjFOpymE0mr,spotify:track:5ZrqlRRxRrrsjFOpymE0mr,https://api.spotify.com/v1/tracks/5ZrqlRRxRrrsjFOpymE0mr,https://api.spotify.com/v1/audio-analysis/5ZrqlRRxRrrsjFOpymE0mr,236760,4
USBN21200148,Take It Back,Norah Jones,0.461,0.501,0,-7.745,1,0.0238,0.17,0.404,0.0659,0.357,82.417,audio_features,5YbkK5hhly1NDaHHTWxfeX,spotify:track:5YbkK5hhly1NDaHHTWxfeX,https://api.spotify.com/v1/tracks/5YbkK5hhly1NDaHHTWxfeX,https://api.spotify.com/v1/audio-analysis/5YbkK5hhly1NDaHHTWxfeX,245680,4
USRC17101164,It Won't Seem Like Christmas (Without You),Elvis Presley,0.326,0.341,9,-13.232,1,0.035,0.916,0.00167,0.107,0.512,91.735,audio_features,4rsxx3c7BYGwdp3iOqcxbf,spotify:track:4rsxx3c7BYGwdp3iOqcxbf,https://api.spotify.com/v1/tracks/4rsxx3c7BYGwdp3iOqcxbf,https://api.spotify.com/v1/audio-analysis/4rsxx3c7BYGwdp3iOqcxbf,164220,5
USSM11603192,Sandcastles,Beyoncé,0.381,0.348,10,-10.053,1,0.0338,0.853,4.25e-05,0.189,0.0964,89.517,audio_features,0BE7AqLGT3Zco4yY4KbWjd,spotify:track:0BE7AqLGT3Zco4yY4KbWjd,https://api.spotify.com/v1/tracks/0BE7AqLGT3Zco4yY4KbWjd,https://api.spotify.com/v1/audio-analysis/0BE7AqLGT3Zco4yY4KbWjd,182707,3
USAT21603226,Helpless (feat. Ja Rule),Ashanti,0.682,0.656,5,-5.888,1,0.234,0.189,0.0,0.161,0.495,80.973,audio_features,5CCNOyJdEWDCVMRRIshNUL,spotify:track:5CCNOyJdEWDCVMRRIshNUL,https://api.spotify.com/v1/tracks/5CCNOyJdEWDCVMRRIshNUL,https://api.spotify.com/v1/audio-analysis/5CCNOyJdEWDCVMRRIshNUL,215373,4
USUM72121166,Make Some Money (Fabolous & Dave East feat. Snoop Dogg),Fabolous,0.86,0.68,0,-4.393,1,0.292,0.00254,0.0,0.427,0.677,105.032,audio_features,6CTzUDtH63hgpGv5r9KRVU,spotify:track:6CTzUDtH63hgpGv5r9KRVU,https://api.spotify.com/v1/tracks/6CTzUDtH63hgpGv5r9KRVU,https://api.spotify.com/v1/audio-analysis/6CTzUDtH63hgpGv5r9KRVU,162728,4
NLML69800038,It Feels So Good - Can 7 Soulfood Radio Mix,Sonique,0.737,0.801,10,-6.191,0,0.031,0.0352,0.089,0.0762,0.69,128.016,audio_features,5zvd1MM3RBjF3NInrXH7Hf,spotify:track:5zvd1MM3RBjF3NInrXH7Hf,https://api.spotify.com/v1/tracks/5zvd1MM3RBjF3NInrXH7Hf,https://api.spotify.com/v1/audio-analysis/5zvd1MM3RBjF3NInrXH7Hf,267440,4
QMJMT2003436,"SHELTER ft Wyclef Jean, ft Chance The Rapper",VIC MENSA,0.664,0.66,0,-5.284,1,0.291,0.181,2.23e-06,0.19,0.47,90.106,audio_features,2nKaHCeL3e5DNl3P7eZ5uo,spotify:track:2nKaHCeL3e5DNl3P7eZ5uo,https://api.spotify.com/v1/tracks/2nKaHCeL3e5DNl3P7eZ5uo,https://api.spotify.com/v1/audio-analysis/2nKaHCeL3e5DNl3P7eZ5uo,261467,4
USDJ29905365,Prayer III,DMX,0.621,0.442,0,-9.008,0,0.94,0.568,0.0,0.261,0.319,163.871,audio_features,4QIK0hurYiGgIwXJTl2wWK,spotify:track:4QIK0hurYiGgIwXJTl2wWK,https://api.spotify.com/v1/tracks/4QIK0hurYiGgIwXJTl2wWK,https://api.spotify.com/v1/audio-analysis/4QIK0hurYiGgIwXJTl2wWK,120067,3
GBKQU2014827,In The Arms Of The Wind,Raiwa,0.826,0.61,9,-8.55,0,0.0611,0.000864,0.9,0.1,0.089,122.011,audio_features,0kCKLPERgBcTJaUOf4nKlv,spotify:track:0kCKLPERgBcTJaUOf4nKlv,https://api.spotify.com/v1/tracks/0kCKLPERgBcTJaUOf4nKlv,https://api.spotify.com/v1/audio-analysis/0kCKLPERgBcTJaUOf4nKlv,399221,4
USCM50200166,Ha - Remix Version,JUVENILE,0.871,0.808,7,-6.159,1,0.18,0.0166,0.0,0.0811,0.653,91.968,audio_features,3m5i9MHdZ6Dbi8G722lE10,spotify:track:3m5i9MHdZ6Dbi8G722lE10,https://api.spotify.com/v1/tracks/3m5i9MHdZ6Dbi8G722lE10,https://api.spotify.com/v1/audio-analysis/3m5i9MHdZ6Dbi8G722lE10,265867,4
GBAHK9500196,Trade In My Life,R. Kelly,0.419,0.582,1,-6.749,0,0.0609,0.0556,0.0,0.0746,0.262,123.447,audio_features,2Wc67rUjh1WH6vOMuwUYhK,spotify:track:2Wc67rUjh1WH6vOMuwUYhK,https://api.spotify.com/v1/tracks/2Wc67rUjh1WH6vOMuwUYhK,https://api.spotify.com/v1/audio-analysis/2Wc67rUjh1WH6vOMuwUYhK,380907,3
USUM71015422,So Bad,Eminem,0.773,0.811,1,0.496,1,0.0882,0.304,0.0,0.174,0.774,81.037,audio_features,5Ve4qBYAThGLTOva0hhoTa,spotify:track:5Ve4qBYAThGLTOva0hhoTa,https://api.spotify.com/v1/tracks/5Ve4qBYAThGLTOva0hhoTa,https://api.spotify.com/v1/audio-analysis/5Ve4qBYAThGLTOva0hhoTa,325347,4
CAN110502721,"Another Postcard - Live Lexington, KY 3-05-04",Barenaked Ladies,0.553,0.801,4,-8.5,1,0.0903,0.455,2.31e-05,0.715,0.594,87.013,audio_features,5ZO5u2aCtCNsoEEZzMqenG,spotify:track:5ZO5u2aCtCNsoEEZzMqenG,https://api.spotify.com/v1/tracks/5ZO5u2aCtCNsoEEZzMqenG,https://api.spotify.com/v1/audio-analysis/5ZO5u2aCtCNsoEEZzMqenG,208866,4
USAR10300688,GhettoMusick - Radio Mix,Outkast,0.437,0.652,11,-3.702,1,0.108,0.00101,0.0,0.262,0.407,67.129,audio_features,1Trww2CQg4N7psQFM09LVl,spotify:track:1Trww2CQg4N7psQFM09LVl,https://api.spotify.com/v1/tracks/1Trww2CQg4N7psQFM09LVl,https://api.spotify.com/v1/audio-analysis/1Trww2CQg4N7psQFM09LVl,236720,4
NLC529911130,Back in My Life,Alice Deejay,0.574,0.883,0,-6.532,1,0.0339,0.000144,0.839,0.167,0.479,137.968,audio_features,557q3cfw95ChPhoupTVUUZ,spotify:track:557q3cfw95ChPhoupTVUUZ,https://api.spotify.com/v1/tracks/557q3cfw95ChPhoupTVUUZ,https://api.spotify.com/v1/audio-analysis/557q3cfw95ChPhoupTVUUZ,209804,4
USRC11602383,She Don't Really Care_1 Luv,Alicia Keys,0.5,0.581,6,-8.481,1,0.144,0.0681,0.0184,0.305,0.463,87.559,audio_features,440r53tHUP3gZO7giaCu8S,spotify:track:440r53tHUP3gZO7giaCu8S,https://api.spotify.com/v1/tracks/440r53tHUP3gZO7giaCu8S,https://api.spotify.com/v1/audio-analysis/440r53tHUP3gZO7giaCu8S,367400,4
USDJ20010563,Holla - Album Version (Edited),JAY-Z,0.711,0.695,2,-4.96,1,0.373,0.0105,0.0,0.105,0.378,165.409,audio_features,164hiPxMsj0MhvioxUeBhx,spotify:track:164hiPxMsj0MhvioxUeBhx,https://api.spotify.com/v1/tracks/164hiPxMsj0MhvioxUeBhx,https://api.spotify.com/v1/audio-analysis/164hiPxMsj0MhvioxUeBhx,215733,4
USUG12102859,Whoever’s In New England - Revived,Reba McEntire,0.59,0.403,6,-6.893,1,0.0311,0.389,0.0,0.145,0.196,77.014,audio_features,6AYtBmfaVE8ILONBX04eSm,spotify:track:6AYtBmfaVE8ILONBX04eSm,https://api.spotify.com/v1/tracks/6AYtBmfaVE8ILONBX04eSm,https://api.spotify.com/v1/audio-analysis/6AYtBmfaVE8ILONBX04eSm,201933,4
USEM30200313,Nobody Weird Like Me - Remastered,Red Hot Chili Peppers,0.167,0.975,2,-4.279,1,0.216,0.000169,0.0161,0.172,0.0918,199.06,audio_features,0tp9eoX9x9RZ2STDVarBBs,spotify:track:0tp9eoX9x9RZ2STDVarBBs,https://api.spotify.com/v1/tracks/0tp9eoX9x9RZ2STDVarBBs,https://api.spotify.com/v1/audio-analysis/0tp9eoX9x9RZ2STDVarBBs,229960,4
US5Z51300361,Mass Hysteria,Korn,0.607,0.949,2,-5.351,1,0.0576,8.01e-05,0.000855,0.332,0.404,101.008,audio_features,0PNXbRWiyzlebx6yyI6RQl,spotify:track:0PNXbRWiyzlebx6yyI6RQl,https://api.spotify.com/v1/tracks/0PNXbRWiyzlebx6yyI6RQl,https://api.spotify.com/v1/audio-analysis/0PNXbRWiyzlebx6yyI6RQl,244336,4
US5Z51300502,Mass Hysteria,Korn,0.613,0.963,9,-4.427,1,0.0615,0.000109,0.00124,0.201,0.335,101.02,audio_features,4E6HkWmVZAcIQzCrvBKPs1,spotify:track:4E6HkWmVZAcIQzCrvBKPs1,https://api.spotify.com/v1/tracks/4E6HkWmVZAcIQzCrvBKPs1,https://api.spotify.com/v1/audio-analysis/4E6HkWmVZAcIQzCrvBKPs1,244336,4
USAN20200059,Red Dirt Road,Brooks & Dunn,0.555,0.868,5,-3.798,1,0.0403,0.0664,0.000117,0.116,0.479,136.12,audio_features,3EZzghqykkfOB0Z8d0kTSt,spotify:track:3EZzghqykkfOB0Z8d0kTSt,https://api.spotify.com/v1/tracks/3EZzghqykkfOB0Z8d0kTSt,https://api.spotify.com/v1/audio-analysis/3EZzghqykkfOB0Z8d0kTSt,260360,4
USRC17307033,"What Now My Love - Live at The Honolulu International Center, Hawaii January 14, 1973",Elvis Presley,0.225,0.475,0,-9.435,1,0.0476,0.745,0.17,0.689,0.207,50.232,audio_features,09VEmfKPh6bfYuv4MySVO8,spotify:track:09VEmfKPh6bfYuv4MySVO8,https://api.spotify.com/v1/tracks/09VEmfKPh6bfYuv4MySVO8,https://api.spotify.com/v1/audio-analysis/09VEmfKPh6bfYuv4MySVO8,196146,3
USUM71909024,Don't Be Afraid To Be Different (feat. Will Smith),Logic,0.872,0.798,8,-4.898,1,0.0961,0.0239,0.000194,0.141,0.429,111.03,audio_features,6h2XDbj3TCTZdtnZTaTKT5,spotify:track:6h2XDbj3TCTZdtnZTaTKT5,https://api.spotify.com/v1/tracks/6h2XDbj3TCTZdtnZTaTKT5,https://api.spotify.com/v1/audio-analysis/6h2XDbj3TCTZdtnZTaTKT5,167920,4
QZRD92201297,Live With Me,Sheryl Crow,0.486,0.846,10,-1.939,1,0.0489,0.000272,0.00215,0.0945,0.447,126.004,audio_features,0XvNERkCNQXBfnlwYLOLma,spotify:track:0XvNERkCNQXBfnlwYLOLma,https://api.spotify.com/v1/tracks/0XvNERkCNQXBfnlwYLOLma,https://api.spotify.com/v1/audio-analysis/0XvNERkCNQXBfnlwYLOLma,203637,4
USRL19800986,Get It Live,Redman,0.772,0.899,6,-6.352,0,0.651,0.282,0.0,0.127,0.744,89.972,audio_features,5A5EyEoQ9bDY22WLfkDTv8,spotify:track:5A5EyEoQ9bDY22WLfkDTv8,https://api.spotify.com/v1/tracks/5A5EyEoQ9bDY22WLfkDTv8,https://api.spotify.com/v1/audio-analysis/5A5EyEoQ9bDY22WLfkDTv8,194533,4
CAC229100012,Je Danse dans ma Tête,Céline Dion,0.718,0.865,9,-6.162,1,0.0519,0.0806,0.000327,0.0963,0.592,99.699,audio_features,6XPuVhT4UxNJiimpEdIK0U,spotify:track:6XPuVhT4UxNJiimpEdIK0U,https://api.spotify.com/v1/tracks/6XPuVhT4UxNJiimpEdIK0U,https://api.spotify.com/v1/audio-analysis/6XPuVhT4UxNJiimpEdIK0U,253467,4
USJAY0300173,Starting With You - Danny Sullivan & Kemist Mix,Deborah Cox,0.634,0.921,6,-7.505,1,0.0404,0.00119,0.0318,0.178,0.846,127.997,audio_features,4IXWaWwrxHlrXMmP4Mmx2R,spotify:track:4IXWaWwrxHlrXMmP4Mmx2R,https://api.spotify.com/v1/tracks/4IXWaWwrxHlrXMmP4Mmx2R,https://api.spotify.com/v1/audio-analysis/4IXWaWwrxHlrXMmP4Mmx2R,315000,4
USIR19100903,Part Time Mutha,2Pac,0.823,0.49,1,-16.347,1,0.221,0.0497,0.0002,0.0883,0.248,93.391,audio_features,6zpaz2y4g2BXRNatfgmS2Z,spotify:track:6zpaz2y4g2BXRNatfgmS2Z,https://api.spotify.com/v1/tracks/6zpaz2y4g2BXRNatfgmS2Z,https://api.spotify.com/v1/audio-analysis/6zpaz2y4g2BXRNatfgmS2Z,313907,4
DES310900204,Fly High - Radio Edit,Shaggy,0.788,0.883,11,-3.922,0,0.0757,0.0484,1.02e-06,0.385,0.387,128.021,audio_features,6Xr6WKsxl4CUnAv6MfMgHi,spotify:track:6Xr6WKsxl4CUnAv6MfMgHi,https://api.spotify.com/v1/tracks/6Xr6WKsxl4CUnAv6MfMgHi,https://api.spotify.com/v1/audio-analysis/6Xr6WKsxl4CUnAv6MfMgHi,207723,4
USUYG1183451,I Don't Care (feat. LunchMoney Lewis),Snoop Dogg,0.76,0.816,9,-4.253,1,0.341,0.124,0.0,0.0687,0.665,110.616,audio_features,14ECWudZinFYr2Mue5sy45,spotify:track:14ECWudZinFYr2Mue5sy45,https://api.spotify.com/v1/tracks/14ECWudZinFYr2Mue5sy45,https://api.spotify.com/v1/audio-analysis/14ECWudZinFYr2Mue5sy45,152709,5
QMVGK1300196,I've Grown Accustomed to His Face,Gloria Estefan,0.472,0.0882,1,-17.588,1,0.0461,0.9,0.0,0.104,0.144,133.681,audio_features,0MeDmYhLJRwWnSRnra9zFH,spotify:track:0MeDmYhLJRwWnSRnra9zFH,https://api.spotify.com/v1/tracks/0MeDmYhLJRwWnSRnra9zFH,https://api.spotify.com/v1/audio-analysis/0MeDmYhLJRwWnSRnra9zFH,249960,4
USBB40580701,I Love The Dough (feat. Jay-Z & Angela Winbush) - 2005 Remaster,The Notorious B.I.G.,0.827,0.627,6,-9.011,1,0.311,0.151,0.0,0.217,0.611,99.108,audio_features,4TKaXRydwnm1PvFS4AjJ0u,spotify:track:4TKaXRydwnm1PvFS4AjJ0u,https://api.spotify.com/v1/tracks/4TKaXRydwnm1PvFS4AjJ0u,https://api.spotify.com/v1/audio-analysis/4TKaXRydwnm1PvFS4AjJ0u,311533,4
CADE71900968,Miner's Canary,Vanessa Carlton,0.407,0.392,9,-11.702,1,0.0366,0.761,0.0173,0.123,0.108,119.02,audio_features,7Jk10R45oSAoBj0x9PGT4g,spotify:track:7Jk10R45oSAoBj0x9PGT4g,https://api.spotify.com/v1/tracks/7Jk10R45oSAoBj0x9PGT4g,https://api.spotify.com/v1/audio-analysis/7Jk10R45oSAoBj0x9PGT4g,188320,4
USUYG1137807,Neva Left,Snoop Dogg,0.53,0.945,1,-0.184,1,0.286,0.124,0.0,0.242,0.673,86.926,audio_features,3Zgc3xdXTxsjLumnQqiTfE,spotify:track:3Zgc3xdXTxsjLumnQqiTfE,https://api.spotify.com/v1/tracks/3Zgc3xdXTxsjLumnQqiTfE,https://api.spotify.com/v1/audio-analysis/3Zgc3xdXTxsjLumnQqiTfE,306755,4
QM7U91601196,Sing It Now,Reba McEntire,0.442,0.464,6,-5.406,1,0.0298,0.652,0.0,0.115,0.254,139.596,audio_features,4iTaDmXq8ti2wh4kcaXazE,spotify:track:4iTaDmXq8ti2wh4kcaXazE,https://api.spotify.com/v1/tracks/4iTaDmXq8ti2wh4kcaXazE,https://api.spotify.com/v1/audio-analysis/4iTaDmXq8ti2wh4kcaXazE,242160,4
USEE10140327,"I Got Love (feat. Fabolous, B.R.E.T.T., Kurupt) - Remix",Nate Dogg,0.91,0.665,3,-4.867,0,0.298,0.458,0.0,0.0605,0.785,90.035,audio_features,0y4ylJfUqEp13AbnrFOhnx,spotify:track:0y4ylJfUqEp13AbnrFOhnx,https://api.spotify.com/v1/tracks/0y4ylJfUqEp13AbnrFOhnx,https://api.spotify.com/v1/audio-analysis/0y4ylJfUqEp13AbnrFOhnx,240133,4
USSM12004985,I Pray - 2005,Mariah Carey,0.626,0.424,7,-8.122,1,0.0319,0.477,0.0,0.228,0.16,104.028,audio_features,3MLyjm2WqxyOfLhufSzY3Z,spotify:track:3MLyjm2WqxyOfLhufSzY3Z,https://api.spotify.com/v1/tracks/3MLyjm2WqxyOfLhufSzY3Z,https://api.spotify.com/v1/audio-analysis/3MLyjm2WqxyOfLhufSzY3Z,173293,4
