danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,ISRC
0.644,0.912,7,-6.327,1,0.0436,0.00911,0.647,0.449,0.54,114.289,audio_features,5DuaMIvmPyT3oEvuccx6JO,spotify:track:5DuaMIvmPyT3oEvuccx6JO,https://api.spotify.com/v1/tracks/5DuaMIvmPyT3oEvuccx6JO,https://api.spotify.com/v1/audio-analysis/5DuaMIvmPyT3oEvuccx6JO,202853,4,USVI29800015
0.442,0.868,5,-6.732,0,0.044,0.00716,0.139,0.122,0.32,100.285,audio_features,75ExeVDHeRuIKZgBALcdrF,spotify:track:75ExeVDHeRuIKZgBALcdrF,https://api.spotify.com/v1/tracks/75ExeVDHeRuIKZgBALcdrF,https://api.spotify.com/v1/audio-analysis/75ExeVDHeRuIKZgBALcdrF,279160,4,USVI29800016
0.586,0.637,2,-7.38,1,0.0277,0.133,0.0315,0.165,0.34,100.99,audio_features,6vDbdFIsOtUHVjkjcI7l3t,spotify:track:6vDbdFIsOtUHVjkjcI7l3t,https://api.spotify.com/v1/tracks/6vDbdFIsOtUHVjkjcI7l3t,https://api.spotify.com/v1/audio-analysis/6vDbdFIsOtUHVjkjcI7l3t,244920,3,USVI29800017
0.383,0.444,11,-6.378,1,0.0388,0.00279,0.424,0.398,0.288,78.009,audio_features,3xvxz2WtlLZllKtbFiGb0d,spotify:track:3xvxz2WtlLZllKtbFiGb0d,https://api.spotify.com/v1/tracks/3xvxz2WtlLZllKtbFiGb0d,https://api.spotify.com/v1/audio-analysis/3xvxz2WtlLZllKtbFiGb0d,352213,4,USVI29800018
0.446,0.98,8,-7.882,1,0.0555,0.00408,0.89,0.0923,0.373,112.824,audio_features,2xfP5cNoQXFPZUoRTjKtxq,spotify:track:2xfP5cNoQXFPZUoRTjKtxq,https://api.spotify.com/v1/tracks/2xfP5cNoQXFPZUoRTjKtxq,https://api.spotify.com/v1/audio-analysis/2xfP5cNoQXFPZUoRTjKtxq,215693,4,USVI29800020
0.548,0.887,11,-6.515,1,0.0373,0.000488,0.617,0.212,0.62,86.189,audio_features,6jTeLULInXCVEQtDbxfaAY,spotify:track:6jTeLULInXCVEQtDbxfaAY,https://api.spotify.com/v1/tracks/6jTeLULInXCVEQtDbxfaAY,https://api.spotify.com/v1/audio-analysis/6jTeLULInXCVEQtDbxfaAY,294213,4,USVI29800021
0.637,0.492,8,-11.243,0,0.0273,0.0819,0.0295,0.0821,0.432,113.85,audio_features,5p4Tz3JO8GrMDadvprJhjc,spotify:track:5p4Tz3JO8GrMDadvprJhjc,https://api.spotify.com/v1/tracks/5p4Tz3JO8GrMDadvprJhjc,https://api.spotify.com/v1/audio-analysis/5p4Tz3JO8GrMDadvprJhjc,275373,4,USVI29800022
0.696,0.253,9,-13.193,0,0.0382,0.602,0.158,0.0981,0.266,106.43,audio_features,4SRtruLUUFLaby8WUeFIB5,spotify:track:4SRtruLUUFLaby8WUeFIB5,https://api.spotify.com/v1/tracks/4SRtruLUUFLaby8WUeFIB5,https://api.spotify.com/v1/audio-analysis/4SRtruLUUFLaby8WUeFIB5,218733,4,USVI29800023
0.471,0.449,1,-10.914,1,0.0263,0.0146,0.884,0.0928,0.157,171.017,audio_features,7AqWMBZo9TnbJ5FmVfFkcp,spotify:track:7AqWMBZo9TnbJ5FmVfFkcp,https://api.spotify.com/v1/tracks/7AqWMBZo9TnbJ5FmVfFkcp,https://api.spotify.com/v1/audio-analysis/7AqWMBZo9TnbJ5FmVfFkcp,398907,4,USVI29800024
0.469,0.521,2,-8.334,1,0.0278,0.109,0.011,0.111,0.195,144.344,audio_features,0ZhaIWOBZAZZE3Mwv1Ogl9,spotify:track:0ZhaIWOBZAZZE3Mwv1Ogl9,https://api.spotify.com/v1/tracks/0ZhaIWOBZAZZE3Mwv1Ogl9,https://api.spotify.com/v1/audio-analysis/0ZhaIWOBZAZZE3Mwv1Ogl9,312307,4,USVI29800025
0.253,0.216,9,-11.624,1,0.0314,0.352,0.299,0.13,0.0432,83.722,audio_features,4xRMe2ZDa4PJFqwPIe5A8v,spotify:track:4xRMe2ZDa4PJFqwPIe5A8v,https://api.spotify.com/v1/tracks/4xRMe2ZDa4PJFqwPIe5A8v,https://api.spotify.com/v1/audio-analysis/4xRMe2ZDa4PJFqwPIe5A8v,496453,4,USVI29800026
0.325,0.209,0,-13.73,1,0.0333,0.925,0.508,0.0937,0.142,123.736,audio_features,5fDxAOCXHCjQiRf8CAQaYq,spotify:track:5fDxAOCXHCjQiRf8CAQaYq,https://api.spotify.com/v1/tracks/5fDxAOCXHCjQiRf8CAQaYq,https://api.spotify.com/v1/audio-analysis/5fDxAOCXHCjQiRf8CAQaYq,291453,4,USVI29800027
0.226,0.00794,2,-35.553,1,0.0505,0.982,0.998,0.101,0.125,80.606,audio_features,7r1mgQ1BDsWv1ZsLuIeTeF,spotify:track:7r1mgQ1BDsWv1ZsLuIeTeF,https://api.spotify.com/v1/tracks/7r1mgQ1BDsWv1ZsLuIeTeF,https://api.spotify.com/v1/audio-analysis/7r1mgQ1BDsWv1ZsLuIeTeF,19587,3,USVI29800028
0.258,0.947,2,-3.377,0,0.0733,0.0555,0.0,0.221,0.257,94.626,audio_features,1lJBNe8CjXxTX8VoIHr0KX,spotify:track:1lJBNe8CjXxTX8VoIHr0KX,https://api.spotify.com/v1/tracks/1lJBNe8CjXxTX8VoIHr0KX,https://api.spotify.com/v1/audio-analysis/1lJBNe8CjXxTX8VoIHr0KX,196427,4,USIR20300369
0.306,0.84,4,-3.507,0,0.138,0.0738,0.0,0.189,0.554,159.425,audio_features,49ie1J8zRI73U2ve8dPuPq,spotify:track:49ie1J8zRI73U2ve8dPuPq,https://api.spotify.com/v1/tracks/49ie1J8zRI73U2ve8dPuPq,https://api.spotify.com/v1/audio-analysis/49ie1J8zRI73U2ve8dPuPq,183907,4,USIR20300488
0.272,0.854,2,-4.416,0,0.0524,0.00144,1.27e-05,0.22,0.356,165.177,audio_features,3CzZpfMmfvB8ybUkqAYqvD,spotify:track:3CzZpfMmfvB8ybUkqAYqvD,https://api.spotify.com/v1/tracks/3CzZpfMmfvB8ybUkqAYqvD,https://api.spotify.com/v1/audio-analysis/3CzZpfMmfvB8ybUkqAYqvD,254893,4,USIR20300489
0.434,0.904,9,-3.389,0,0.0583,0.00956,1.26e-06,0.0381,0.605,162.07,audio_features,5k8viPkN0jExLQTlKsakKZ,spotify:track:5k8viPkN0jExLQTlKsakKZ,https://api.spotify.com/v1/tracks/5k8viPkN0jExLQTlKsakKZ,https://api.spotify.com/v1/audio-analysis/5k8viPkN0jExLQTlKsakKZ,250200,4,USIR20300394
0.449,0.928,2,-3.326,0,0.0572,0.00643,5.11e-06,0.0465,0.308,152.076,audio_features,5BiRL0d7nfEVjemJ98l3zu,spotify:track:5BiRL0d7nfEVjemJ98l3zu,https://api.spotify.com/v1/tracks/5BiRL0d7nfEVjemJ98l3zu,https://api.spotify.com/v1/audio-analysis/5BiRL0d7nfEVjemJ98l3zu,267573,3,USIR20300490
0.425,0.936,11,-3.613,0,0.0897,0.00716,0.0,0.126,0.508,155.091,audio_features,4tKjOaJ6994Fj1DcJGKriC,spotify:track:4tKjOaJ6994Fj1DcJGKriC,https://api.spotify.com/v1/tracks/4tKjOaJ6994Fj1DcJGKriC,https://api.spotify.com/v1/audio-analysis/4tKjOaJ6994Fj1DcJGKriC,226333,4,USIR20300491
0.617,0.0519,3,-16.37,0,0.0338,0.923,8.87e-05,0.115,0.281,104.436,audio_features,6VYMzpPyB6QVdPwXP0fTMw,spotify:track:6VYMzpPyB6QVdPwXP0fTMw,https://api.spotify.com/v1/tracks/6VYMzpPyB6QVdPwXP0fTMw,https://api.spotify.com/v1/audio-analysis/6VYMzpPyB6QVdPwXP0fTMw,136333,4,USIR20300492
0.246,0.919,9,-4.083,0,0.108,0.0366,8.61e-05,0.294,0.261,165.97,audio_features,7FSOMkC4sC4aCR6lt3CdHE,spotify:track:7FSOMkC4sC4aCR6lt3CdHE,https://api.spotify.com/v1/tracks/7FSOMkC4sC4aCR6lt3CdHE,https://api.spotify.com/v1/audio-analysis/7FSOMkC4sC4aCR6lt3CdHE,266000,4,USIR20300493
0.544,0.756,9,-4.365,0,0.033,0.0127,0.0,0.187,0.0902,125.278,audio_features,43CG5O08Tj6ODmSWQ9pfvF,spotify:track:43CG5O08Tj6ODmSWQ9pfvF,https://api.spotify.com/v1/tracks/43CG5O08Tj6ODmSWQ9pfvF,https://api.spotify.com/v1/audio-analysis/43CG5O08Tj6ODmSWQ9pfvF,272400,4,USIR20300486
0.283,0.908,4,-4.647,0,0.12,0.00959,0.00013,0.54,0.124,169.227,audio_features,00pZYwq2uGM5T7yPXcwYTN,spotify:track:00pZYwq2uGM5T7yPXcwYTN,https://api.spotify.com/v1/tracks/00pZYwq2uGM5T7yPXcwYTN,https://api.spotify.com/v1/audio-analysis/00pZYwq2uGM5T7yPXcwYTN,216067,4,USIR20300494
0.427,0.925,11,-4.349,0,0.1,0.00231,5.58e-06,0.216,0.313,142.827,audio_features,2g5UqL21kyKLVmkcCf2mMb,spotify:track:2g5UqL21kyKLVmkcCf2mMb,https://api.spotify.com/v1/tracks/2g5UqL21kyKLVmkcCf2mMb,https://api.spotify.com/v1/audio-analysis/2g5UqL21kyKLVmkcCf2mMb,247907,4,USIR20300495
0.0964,0.142,7,-25.151,1,0.0366,0.0507,0.536,0.131,0.0338,162.105,audio_features,1mgtuekGwCJZbMe2erXoFR,spotify:track:1mgtuekGwCJZbMe2erXoFR,https://api.spotify.com/v1/tracks/1mgtuekGwCJZbMe2erXoFR,https://api.spotify.com/v1/audio-analysis/1mgtuekGwCJZbMe2erXoFR,53160,4,NLA329980258
0.32,0.983,1,-6.254,0,0.122,0.00022,1.57e-05,0.226,0.184,104.141,audio_features,4HVymfRIpYsw37K0at1FbK,spotify:track:4HVymfRIpYsw37K0at1FbK,https://api.spotify.com/v1/tracks/4HVymfRIpYsw37K0at1FbK,https://api.spotify.com/v1/audio-analysis/4HVymfRIpYsw37K0at1FbK,288600,4,NLA329980226
0.458,0.977,1,-8.293,0,0.311,0.00338,0.000173,0.4,0.121,98.458,audio_features,4yFMPvLJSrGUbItgYQ5P1X,spotify:track:4yFMPvLJSrGUbItgYQ5P1X,https://api.spotify.com/v1/tracks/4yFMPvLJSrGUbItgYQ5P1X,https://api.spotify.com/v1/audio-analysis/4yFMPvLJSrGUbItgYQ5P1X,244667,4,NLA329980222
0.338,0.974,4,-7.43,1,0.14,0.000126,0.000302,0.144,0.398,139.605,audio_features,2zETdkc5Wm23NLHEWDillV,spotify:track:2zETdkc5Wm23NLHEWDillV,https://api.spotify.com/v1/tracks/2zETdkc5Wm23NLHEWDillV,https://api.spotify.com/v1/audio-analysis/2zETdkc5Wm23NLHEWDillV,251000,4,NLA329980223
0.237,0.823,6,-8.056,1,0.0747,0.000595,5.29e-06,0.233,0.275,98.473,audio_features,66AY5chQVzx7Icw6ObryJO,spotify:track:66AY5chQVzx7Icw6ObryJO,https://api.spotify.com/v1/tracks/66AY5chQVzx7Icw6ObryJO,https://api.spotify.com/v1/audio-analysis/66AY5chQVzx7Icw6ObryJO,231640,4,NLA329980224
0.366,0.987,1,-6.613,0,0.197,0.000476,5.91e-06,0.374,0.118,111.089,audio_features,2GQxHKJLYTDVQ5mtNhHD37,spotify:track:2GQxHKJLYTDVQ5mtNhHD37,https://api.spotify.com/v1/tracks/2GQxHKJLYTDVQ5mtNhHD37,https://api.spotify.com/v1/audio-analysis/2GQxHKJLYTDVQ5mtNhHD37,236493,4,NLA329980217
0.406,0.966,4,-8.13,1,0.0958,0.000102,0.0157,0.267,0.302,138.741,audio_features,0xHplW3Y2M3f4wOgGLa3F2,spotify:track:0xHplW3Y2M3f4wOgGLa3F2,https://api.spotify.com/v1/tracks/0xHplW3Y2M3f4wOgGLa3F2,https://api.spotify.com/v1/audio-analysis/0xHplW3Y2M3f4wOgGLa3F2,296867,4,NLA329980225
0.324,0.683,1,-9.914,0,0.0724,0.0174,0.00727,0.206,0.497,132.284,audio_features,6Iy5KEB1kO2BVOGnAgVV65,spotify:track:6Iy5KEB1kO2BVOGnAgVV65,https://api.spotify.com/v1/tracks/6Iy5KEB1kO2BVOGnAgVV65,https://api.spotify.com/v1/audio-analysis/6Iy5KEB1kO2BVOGnAgVV65,211973,4,NLA329980229
0.244,0.949,2,-6.937,1,0.126,0.000429,0.000768,0.808,0.111,147.508,audio_features,5dAQt2sPZMpTLfQxVfFV3M,spotify:track:5dAQt2sPZMpTLfQxVfFV3M,https://api.spotify.com/v1/tracks/5dAQt2sPZMpTLfQxVfFV3M,https://api.spotify.com/v1/audio-analysis/5dAQt2sPZMpTLfQxVfFV3M,244627,4,NLA329980228
0.236,0.965,4,-7.334,1,0.0849,1.07e-05,0.04,0.193,0.38,155.867,audio_features,2IIJCGHLXNbCXjN6I7GRlS,spotify:track:2IIJCGHLXNbCXjN6I7GRlS,https://api.spotify.com/v1/tracks/2IIJCGHLXNbCXjN6I7GRlS,https://api.spotify.com/v1/audio-analysis/2IIJCGHLXNbCXjN6I7GRlS,221933,3,NLA329980227
0.287,0.965,4,-7.581,1,0.115,0.000304,0.018,0.686,0.172,150.988,audio_features,3jmsTVjqDfbRmksLrdCOgl,spotify:track:3jmsTVjqDfbRmksLrdCOgl,https://api.spotify.com/v1/tracks/3jmsTVjqDfbRmksLrdCOgl,https://api.spotify.com/v1/audio-analysis/3jmsTVjqDfbRmksLrdCOgl,317867,4,NLA329980230
0.219,0.423,11,-13.392,0,0.0645,0.703,0.522,0.441,0.282,74.913,audio_features,6I1TUZcHHhcFfI2GNfXcYU,spotify:track:6I1TUZcHHhcFfI2GNfXcYU,https://api.spotify.com/v1/tracks/6I1TUZcHHhcFfI2GNfXcYU,https://api.spotify.com/v1/audio-analysis/6I1TUZcHHhcFfI2GNfXcYU,403707,4,NLA329980231
0.348,0.277,10,-25.337,1,0.12,0.308,0.842,0.101,0.0622,87.299,audio_features,6qB95aPEYyFVdvOQuOiQhs,spotify:track:6qB95aPEYyFVdvOQuOiQhs,https://api.spotify.com/v1/tracks/6qB95aPEYyFVdvOQuOiQhs,https://api.spotify.com/v1/audio-analysis/6qB95aPEYyFVdvOQuOiQhs,244760,3,DEW760900141
0.79,0.825,11,-13.264,1,0.0409,0.0432,0.865,0.0781,0.736,131.985,audio_features,2om1MAmDpSMhPEqImGKrOg,spotify:track:2om1MAmDpSMhPEqImGKrOg,https://api.spotify.com/v1/tracks/2om1MAmDpSMhPEqImGKrOg,https://api.spotify.com/v1/audio-analysis/2om1MAmDpSMhPEqImGKrOg,373107,4,DEW760900142
0.78,0.926,7,-8.751,1,0.0443,0.00206,0.831,0.132,0.666,137.992,audio_features,3PbDqZ1VMsBTjXCbs6Jv7P,spotify:track:3PbDqZ1VMsBTjXCbs6Jv7P,https://api.spotify.com/v1/tracks/3PbDqZ1VMsBTjXCbs6Jv7P,https://api.spotify.com/v1/audio-analysis/3PbDqZ1VMsBTjXCbs6Jv7P,381893,4,DEW760900143
0.765,0.969,10,-12.852,0,0.0647,0.000234,0.871,0.0958,0.812,142.988,audio_features,0OCvWERwW8FIGTPX1ZMr9y,spotify:track:0OCvWERwW8FIGTPX1ZMr9y,https://api.spotify.com/v1/tracks/0OCvWERwW8FIGTPX1ZMr9y,https://api.spotify.com/v1/audio-analysis/0OCvWERwW8FIGTPX1ZMr9y,310373,4,DEW760900144
0.737,0.781,10,-12.743,1,0.0552,0.000769,0.742,0.101,0.495,140.029,audio_features,6oDz0VGyiLEX0mhfCWtf8S,spotify:track:6oDz0VGyiLEX0mhfCWtf8S,https://api.spotify.com/v1/tracks/6oDz0VGyiLEX0mhfCWtf8S,https://api.spotify.com/v1/audio-analysis/6oDz0VGyiLEX0mhfCWtf8S,418400,4,DEW760900145
0.604,0.841,5,-13.803,1,0.0399,0.00677,0.815,0.409,0.568,139.959,audio_features,7wVSo772tKbgQULKxIKily,spotify:track:7wVSo772tKbgQULKxIKily,https://api.spotify.com/v1/tracks/7wVSo772tKbgQULKxIKily,https://api.spotify.com/v1/audio-analysis/7wVSo772tKbgQULKxIKily,361067,4,DEW760900146
0.802,0.76,8,-14.259,1,0.0509,0.0402,0.9,0.114,0.427,136.002,audio_features,1prcrqDIochWj17qOwdUEj,spotify:track:1prcrqDIochWj17qOwdUEj,https://api.spotify.com/v1/tracks/1prcrqDIochWj17qOwdUEj,https://api.spotify.com/v1/audio-analysis/1prcrqDIochWj17qOwdUEj,388867,4,DEW760900147
0.866,0.963,8,-7.044,0,0.041,0.0484,0.748,0.0797,0.784,137.987,audio_features,3k9ocJwMSdc98sQtthaoLJ,spotify:track:3k9ocJwMSdc98sQtthaoLJ,https://api.spotify.com/v1/tracks/3k9ocJwMSdc98sQtthaoLJ,https://api.spotify.com/v1/audio-analysis/3k9ocJwMSdc98sQtthaoLJ,217493,4,DEW760600032
0.762,0.969,8,-10.567,1,0.0512,0.000172,0.593,0.346,0.584,145.02,audio_features,2WZAMqW7YZvrB3oDkuVprk,spotify:track:2WZAMqW7YZvrB3oDkuVprk,https://api.spotify.com/v1/tracks/2WZAMqW7YZvrB3oDkuVprk,https://api.spotify.com/v1/audio-analysis/2WZAMqW7YZvrB3oDkuVprk,372640,4,DEW760600033
0.787,0.746,3,-8.766,1,0.0785,0.00212,0.727,0.118,0.406,129.967,audio_features,5jXaUvXgBMLlQNppLUqasG,spotify:track:5jXaUvXgBMLlQNppLUqasG,https://api.spotify.com/v1/tracks/5jXaUvXgBMLlQNppLUqasG,https://api.spotify.com/v1/audio-analysis/5jXaUvXgBMLlQNppLUqasG,360493,4,DEW760900150
0.781,0.837,8,-11.609,1,0.0617,0.021,0.87,0.237,0.88,137.989,audio_features,4lc4t61WK8ooGGZEHA85kz,spotify:track:4lc4t61WK8ooGGZEHA85kz,https://api.spotify.com/v1/tracks/4lc4t61WK8ooGGZEHA85kz,https://api.spotify.com/v1/audio-analysis/4lc4t61WK8ooGGZEHA85kz,325107,4,DEW760900152
0.155,0.0534,10,-25.274,1,0.0545,0.223,0.867,0.191,0.0379,132.674,audio_features,3sbHlZcnFosvMRDO61NXUu,spotify:track:3sbHlZcnFosvMRDO61NXUu,https://api.spotify.com/v1/tracks/3sbHlZcnFosvMRDO61NXUu,https://api.spotify.com/v1/audio-analysis/3sbHlZcnFosvMRDO61NXUu,250800,3,DEW760900019
0.173,0.553,4,-12.106,1,0.0415,0.722,0.323,0.287,0.249,112.159,audio_features,0VsT6588N7Pvoa8pBJv14M,spotify:track:0VsT6588N7Pvoa8pBJv14M,https://api.spotify.com/v1/tracks/0VsT6588N7Pvoa8pBJv14M,https://api.spotify.com/v1/audio-analysis/0VsT6588N7Pvoa8pBJv14M,151973,3,USNPD1100195
0.549,0.205,6,-12.571,0,0.0392,0.621,0.098,0.11,0.133,101.11,audio_features,26uT9p72iQPpZMcI6lYDo6,spotify:track:26uT9p72iQPpZMcI6lYDo6,https://api.spotify.com/v1/tracks/26uT9p72iQPpZMcI6lYDo6,https://api.spotify.com/v1/audio-analysis/26uT9p72iQPpZMcI6lYDo6,115320,4,USVI21200836
0.218,0.824,7,-6.173,1,0.0331,1.83e-05,0.9,0.147,0.179,155.397,audio_features,2NcwY37AUVm4rRt3Vojeer,spotify:track:2NcwY37AUVm4rRt3Vojeer,https://api.spotify.com/v1/tracks/2NcwY37AUVm4rRt3Vojeer,https://api.spotify.com/v1/audio-analysis/2NcwY37AUVm4rRt3Vojeer,913640,4,USVI21200838
0.539,0.114,2,-20.575,1,0.0346,0.882,0.00902,0.106,0.608,141.378,audio_features,17PXXzOygMyXXUNLngVN5u,spotify:track:17PXXzOygMyXXUNLngVN5u,https://api.spotify.com/v1/tracks/17PXXzOygMyXXUNLngVN5u,https://api.spotify.com/v1/audio-analysis/17PXXzOygMyXXUNLngVN5u,173733,3,USRH11900591
0.532,0.156,2,-19.129,1,0.0377,0.785,0.00132,0.0988,0.506,140.78,audio_features,2G5ZGWuibrokOLXwjYVAsl,spotify:track:2G5ZGWuibrokOLXwjYVAsl,https://api.spotify.com/v1/tracks/2G5ZGWuibrokOLXwjYVAsl,https://api.spotify.com/v1/audio-analysis/2G5ZGWuibrokOLXwjYVAsl,174053,3,USRH11900886
0.512,0.239,2,-15.055,1,0.0353,0.442,0.0,0.093,0.634,141.292,audio_features,1lZJzhTAzXWgEY3RSw9cvx,spotify:track:1lZJzhTAzXWgEY3RSw9cvx,https://api.spotify.com/v1/tracks/1lZJzhTAzXWgEY3RSw9cvx,https://api.spotify.com/v1/audio-analysis/1lZJzhTAzXWgEY3RSw9cvx,171093,3,USWB19900192
0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,1oht5GevPN9t1T3kG1m1GO,spotify:track:1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/tracks/1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/audio-analysis/1oht5GevPN9t1T3kG1m1GO,203613,4,USRH11900597
0.512,0.26,0,-18.111,1,0.0408,0.626,0.00139,0.11,0.241,151.256,audio_features,73Q7UrNfcPWqmkaujQ0jr7,spotify:track:73Q7UrNfcPWqmkaujQ0jr7,https://api.spotify.com/v1/tracks/73Q7UrNfcPWqmkaujQ0jr7,https://api.spotify.com/v1/audio-analysis/73Q7UrNfcPWqmkaujQ0jr7,205320,4,USRH11900885
0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,0.36,76.064,audio_features,1XUKItaRs2494LclJwHhl8,spotify:track:1XUKItaRs2494LclJwHhl8,https://api.spotify.com/v1/tracks/1XUKItaRs2494LclJwHhl8,https://api.spotify.com/v1/audio-analysis/1XUKItaRs2494LclJwHhl8,200579,4,USWB19900191
0.52,0.297,2,-17.211,1,0.0449,0.753,0.000562,0.109,0.677,156.059,audio_features,2OBaVeRFXblWxoZHC4sryf,spotify:track:2OBaVeRFXblWxoZHC4sryf,https://api.spotify.com/v1/tracks/2OBaVeRFXblWxoZHC4sryf,https://api.spotify.com/v1/audio-analysis/2OBaVeRFXblWxoZHC4sryf,202267,4,USRH11900595
0.523,0.311,2,-17.337,1,0.0441,0.705,0.000192,0.102,0.643,153.887,audio_features,0B0pc2bqo8XQFfTtkKvTaI,spotify:track:0B0pc2bqo8XQFfTtkKvTaI,https://api.spotify.com/v1/tracks/0B0pc2bqo8XQFfTtkKvTaI,https://api.spotify.com/v1/audio-analysis/0B0pc2bqo8XQFfTtkKvTaI,204947,4,USRH11900887
0.529,0.343,2,-16.192,1,0.044,0.654,5.97e-05,0.121,0.661,153.466,audio_features,6DXMGv6IGeqFXLQW8vkGwT,spotify:track:6DXMGv6IGeqFXLQW8vkGwT,https://api.spotify.com/v1/tracks/6DXMGv6IGeqFXLQW8vkGwT,https://api.spotify.com/v1/audio-analysis/6DXMGv6IGeqFXLQW8vkGwT,205733,4,USWB19900193
0.689,0.2,9,-18.634,1,0.0309,0.795,0.0327,0.0893,0.478,91.787,audio_features,6zV8IpLvw0tkRSVCFQJB1y,spotify:track:6zV8IpLvw0tkRSVCFQJB1y,https://api.spotify.com/v1/tracks/6zV8IpLvw0tkRSVCFQJB1y,https://api.spotify.com/v1/audio-analysis/6zV8IpLvw0tkRSVCFQJB1y,268867,4,USRH11900603
0.69,0.169,9,-20.506,1,0.0309,0.829,0.0399,0.0893,0.418,91.858,audio_features,4kGGFysdWeYsuUKk2p7EXG,spotify:track:4kGGFysdWeYsuUKk2p7EXG,https://api.spotify.com/v1/tracks/4kGGFysdWeYsuUKk2p7EXG,https://api.spotify.com/v1/audio-analysis/4kGGFysdWeYsuUKk2p7EXG,270493,4,USRH11900888
0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,audio_features,5ONuwMIXAukbMNQCCSjjm0,spotify:track:5ONuwMIXAukbMNQCCSjjm0,https://api.spotify.com/v1/tracks/5ONuwMIXAukbMNQCCSjjm0,https://api.spotify.com/v1/audio-analysis/5ONuwMIXAukbMNQCCSjjm0,268707,4,USWB19900194
0.529,0.124,0,-19.808,0,0.0312,0.578,0.00266,0.105,0.323,135.014,audio_features,2cNELi1hzt3eWwYHYkJKub,spotify:track:2cNELi1hzt3eWwYHYkJKub,https://api.spotify.com/v1/tracks/2cNELi1hzt3eWwYHYkJKub,https://api.spotify.com/v1/audio-analysis/2cNELi1hzt3eWwYHYkJKub,149263,4,USRH11900609
0.535,0.0977,0,-22.633,0,0.0314,0.537,0.000149,0.113,0.36,134.784,audio_features,2OO3C1OtImU84Pe32yXDyf,spotify:track:2OO3C1OtImU84Pe32yXDyf,https://api.spotify.com/v1/tracks/2OO3C1OtImU84Pe32yXDyf,https://api.spotify.com/v1/audio-analysis/2OO3C1OtImU84Pe32yXDyf,149667,4,USWB19901430
0.66,0.181,11,-19.592,1,0.0296,0.731,0.0235,0.106,0.39,102.654,audio_features,59mPadX6sKWripbp54vDwk,spotify:track:59mPadX6sKWripbp54vDwk,https://api.spotify.com/v1/tracks/59mPadX6sKWripbp54vDwk,https://api.spotify.com/v1/audio-analysis/59mPadX6sKWripbp54vDwk,140973,4,USRH11900611
0.645,0.148,11,-23.404,1,0.0307,0.731,0.0371,0.105,0.328,102.47,audio_features,3KV7JeSiifwjBhrcY56WhZ,spotify:track:3KV7JeSiifwjBhrcY56WhZ,https://api.spotify.com/v1/tracks/3KV7JeSiifwjBhrcY56WhZ,https://api.spotify.com/v1/audio-analysis/3KV7JeSiifwjBhrcY56WhZ,141427,4,USWB19901432
0.616,0.18,2,-16.876,1,0.0351,0.809,0.182,0.129,0.306,75.726,audio_features,0SHFf1goWCyv8UKZdpHIcS,spotify:track:0SHFf1goWCyv8UKZdpHIcS,https://api.spotify.com/v1/tracks/0SHFf1goWCyv8UKZdpHIcS,https://api.spotify.com/v1/audio-analysis/0SHFf1goWCyv8UKZdpHIcS,155343,4,USRH11900622
0.589,0.178,2,-16.018,1,0.0344,0.868,0.442,0.107,0.326,74.455,audio_features,0HAtcsIwqFhWIeH54N9iMY,spotify:track:0HAtcsIwqFhWIeH54N9iMY,https://api.spotify.com/v1/tracks/0HAtcsIwqFhWIeH54N9iMY,https://api.spotify.com/v1/audio-analysis/0HAtcsIwqFhWIeH54N9iMY,157600,4,USRH11900889
0.622,0.145,4,-18.549,0,0.0332,0.813,0.0808,0.148,0.335,75.139,audio_features,3c3b5daSKE7C83YLIOrSnX,spotify:track:3c3b5daSKE7C83YLIOrSnX,https://api.spotify.com/v1/tracks/3c3b5daSKE7C83YLIOrSnX,https://api.spotify.com/v1/audio-analysis/3c3b5daSKE7C83YLIOrSnX,155200,4,USWB19900195
0.635,0.305,9,-16.557,1,0.0361,0.339,0.000349,0.0669,0.467,75.502,audio_features,5CHX5fuINGV2Y7T4sDKdUJ,spotify:track:5CHX5fuINGV2Y7T4sDKdUJ,https://api.spotify.com/v1/tracks/5CHX5fuINGV2Y7T4sDKdUJ,https://api.spotify.com/v1/audio-analysis/5CHX5fuINGV2Y7T4sDKdUJ,214920,4,USRH11900634
0.631,0.326,9,-16.147,1,0.0362,0.626,0.00183,0.0657,0.448,75.102,audio_features,5BHy2mIRDmZnI1UYkwuUBq,spotify:track:5BHy2mIRDmZnI1UYkwuUBq,https://api.spotify.com/v1/tracks/5BHy2mIRDmZnI1UYkwuUBq,https://api.spotify.com/v1/audio-analysis/5BHy2mIRDmZnI1UYkwuUBq,214893,4,USRH11900890
