"","Artist","artist","artist_credit_phrase","Artist_no_featuring","song title","artist mbid","ISRC","release","recording_id","country","date"
"674","Musiq Soulchild","Musiq Soulchild","Musiq Soulchild","Musiq Soulchild","Seventeen","01872118-3238-4f46-a849-26a0901a0da7","USDJ20010614","Aijuswanaseing","3356ea12-cd2c-44e8-b2bb-447a9d900dbc","GB","2000"
"675","Kelly Rowland","David Guetta","David Guetta feat. Ne-Yo & Kelly Rowland","Kelly Rowland","Choose","31bea673-d23a-4889-8da1-7cb040863268","FRZID0901500","One Love","82b93899-ff3e-4d53-9e58-6a1a735c95a9","DE","2009-08-21"
"676","Alan Jackson","Alan Jackson","Alan Jackson","Alan Jackson","There Goes","7291957b-c463-4275-a41c-a104c9e2337f","USAN20000215","Everything I Love","f1c60738-a1aa-4ac1-ab43-16eaddb42324","US","1996-10-29"
"677","Lil' Flip Featuring Lea","Lil’ Flip","Lil’ Flip","Lil Flip","Sunshine (from The Marine, re-recorded)","981d39fc-bd00-4cc6-ac67-6410f8b89098","USA371070067","100 Hollywood Movie Soundtrack Hits","56d81175-faca-4706-9687-0a3b4ce15b64","US","2010-04-01"
"678","Lil' Flip Featuring Lea","Lil’ Flip","Lil’ Flip","Lil Flip","Sunshine (from The Marine, re-recorded)","981d39fc-bd00-4cc6-ac67-6410f8b89098","USA561294976","100 Hollywood Movie Soundtrack Hits","56d81175-faca-4706-9687-0a3b4ce15b64","US","2010-04-01"
"679","Christina Aguilera Featuring Missy Elliott","Christina Aguilera","Christina Aguilera","Christina Aguilera","The Christmas Song","b202beb7-99bd-47e7-8b72-195c8d72ebdd","USRC10000700","Christmas Classics: Party Around Christmas","8787d446-4d9b-4f92-82cf-e633ad9f8e64","DE","2000"
"680","R.E.M.","R.E.M.","R.E.M.","REM","Sweetness Follows (live – recorded in Cincinnati – Oct. 27,2004)","ea4dfa26-f633-4da6-a52a-f49ea4897b58","USWB10500083","Complete Rarities: 1988–2011","eb4547a7-a0cc-4d78-a4f8-2a220670159f","US","2014-05-16"
"681","Hanson","Hanson","Hanson","Hanson","Juliet","3c0a0074-4f26-4d3b-b723-a66bf6cc3753","US25Q1300337","Anthem","db3d6ce1-3244-4ba5-90af-10703d362330","US","2013-06-18"
"682","Gigi D'Agostino","Gigi D’Agostino","Gigi D’Agostino","Gigi DAgostino","L’Amour Toujours (I Wish Real Peace)","57c1e5ea-e08f-413a-bcb1-f4e4b675bead","IT00B0400141","L'Amour Toujours II","760f5bb2-44d4-4a59-8227-4120cf134d21","IT","2004-12-10"
"683","Tamia","Tamia","Tamia","Tamia","Stranger in My House (Thunderpuss extended mix)","2de9f057-67d8-429d-b899-759be13131a9","USEE10002018","Stranger in My House","af9d79ed-cb42-45c1-a58a-cb63c84c410a","US","2001-03-27"
"684","Busta Rhymes Featuring Janet","Busta Rhymes","Busta Rhymes","Busta Rhymes","The Coming (instrumental)","10a9ff92-9637-4498-afea-7044b2ab0dc0","USRH12100727","The Coming","f32aff4b-be00-4715-917d-b57813c4d343","AF","2021-04-16"
"685","Chingy","Mýa","Mýa featuring Chingy","Chingy","Fallen (Zone 4 remix)","2c311e1d-5da3-4ffb-a46e-572981b5849f","USIR10312542","Barbershop 2: Back in Business: Soundtrack","e92aad0e-dab5-4d53-8500-d2b825e33b89","US","2004-02-03"
"686","Aerosmith","Aerosmith","Aerosmith","Aerosmith","Lord of the Thighs","3d2b98e5-556f-4451-a3ff-c50ea18d57cb","USSM19801114","Classics Live!","62ce18fe-4f59-47f0-b4a4-91443203cdc5","US","1986"
"687","Mary J. Blige","Mary J. Blige","Mary J. Blige","Mary J Blige","All That I Can Say","db76c5ca-d555-4f09-b1db-baa1b713d875","USMC19959392","All That I Can Say","3458f370-00fe-4aed-9ded-49dca9e808b1","GB","1999-08-09"
"688","Da Brat Featuring Cherish","Destiny’s Child","Destiny’s Child featuring Jermaine Dupri, da Brat & Lil Bow Wow","Da Brat","Jumpin’, Jumpin’ (extended version remix)","f545eed4-cd4c-40a3-89c0-edf4d195e52e","USSM10200513","This Is The Remix","52d5748b-1f6f-41bd-b20b-4ad379c013c6","US","2002-03-12"
"689","Nelly Featuring City Spud","Nelly","Nelly","Nelly","Die for You","811900b2-68fc-4d41-8bad-69b7a1f4d628","USUR10400791","Suit","e699f32a-bca4-474b-b8c2-1543667b63cc","GB","2004-09-13"
"690","Nas","Nicki Minaj","Nicki Minaj feat. Nas, Drake & Young Jeezy","Nas","Champion","cfbc0924-0035-4d6c-8197-f024653af823","USCM51200103","Pink Friday: Roman Reloaded","ce8471e2-b6bb-4d6a-88de-bd48beb3f2fc","AU","2012-04-02"
"691","Jay-Z Featuring Big Jaz","JAY-Z","Jay-Z","JayZ","Blueprint²","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ20201232","The Blueprint²: The Gift & The Curse","7718e4e9-bb02-408f-821a-f3adbc2a5b26","US","2002-11-12"
"692","Jennifer Lopez Featuring Ja Rule","Jennifer Lopez","Jennifer Lopez","Jennifer Lopez","Could This Be Love","f0602f55-1770-483d-89bd-4bae0d0ac086","USSM19900740","On the 6","f9597ab3-2743-4423-a6e2-7a4ac8e4c0bf","US","1999-06-01"
"693","T.I.","T.I.","T.I.","TI","Check, Run It","f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62","USUYG1080328","Da' Nic","0d6f8359-f0de-4676-af44-0e6e3b1e3930","XW","2015-09-11"
"694","Whitney Houston & Deborah Cox","Whitney Houston","Whitney Houston","Whitney Houston","Greatest Love Of All = <U+30B0><U+30EC><U+30A4><U+30C6><U+30B9><U+30C8>·<U+30E9><U+30F4>·<U+30AA><U+30D6>·<U+30AA><U+30FC><U+30EB>","0307edfc-437c-4b48-8700-80680e66a228","USAR18500139","Japanese Singles Collection -Greatest Hits-","839bacaa-95b8-4e34-8c7f-2abdfb1ebd5b","JP","2022-12-21"
"695","Jay-Z Featuring UGK","Panjabi MC","Panjabi MC feat. JAY Z","JayZ","Mundian to Bach Ke (Beware of the Boys - Jay Z remix)","f82bcf78-5b69-4622-a5ef-73800768d9ac","GBDKA0300183","The Album","dfc4cf2c-1665-4357-bca8-46090b4e0c87","GB","2003-05-05"
"696","Jay-Z Featuring UGK","Panjabi MC","Panjabi MC feat. JAY Z","JayZ","Mundian to Bach Ke (Beware of the Boys - Jay Z remix)","f82bcf78-5b69-4622-a5ef-73800768d9ac","USUG10300755","The Album","dfc4cf2c-1665-4357-bca8-46090b4e0c87","GB","2003-05-05"
"697","Erykah Badu","OutKast","OutKast feat. Erykah Badu","Erykah Badu","Humble Mumble","321531fc-db73-4ffa-a959-61a61a2908c1","USLF20000443","Stankonia","8b3cdbe6-1f4c-4f40-ac9a-0709bf9d1e5f","DE","2000-10-23"
"698","Erykah Badu","OutKast","OutKast feat. Erykah Badu","Erykah Badu","Humble Mumble","321531fc-db73-4ffa-a959-61a61a2908c1","USLF20000444","Stankonia","8b3cdbe6-1f4c-4f40-ac9a-0709bf9d1e5f","DE","2000-10-23"
"699","Brian McKnight Featuring Tone & Kobe Bryant","Brian McKnight","Brian McKnight","Brian McKnight","Have Yourself a Merry Little Christmas","bf75ef89-7b4c-4771-ac43-4d5c10617190","USMO19883572","Bethlehem","711ec73d-428e-41cb-ac9f-57190401a3a0","GB","1998-10-20"
"700","Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson","Problem","Problem feat. Snoop Dogg","Snoop Dogg","How The Game Goes","f90e8b26-9e52-4669-a5c9-e28529c47894","USUYG1098559","Hotels 2: The Master Suite","6a32da13-9271-431b-84d3-d0fe501b0714","XW","2016-03-31"
"701","Whitney Houston Feat. Faith Evans & Kelly Price","Whitney Houston","Whitney Houston","Whitney Houston","Just the Lonely Talking Again","0307edfc-437c-4b48-8700-80680e66a228","USSM12202800","Whitney","e52f7077-c97d-4460-9d01-c7d7f4c65dc5","XW","2022-06-05"
"702","Dilated Peoples Featuring Kanye West","Dilated Peoples","Dilated Peoples featuring Aceyalone","Dilated Peoples","The Shape of Things to Come","c71abd83-9d66-4c7b-9f0d-c9c36e85a955","USCA20000218","The Platform","29b00681-3a22-4433-8bcc-57c6c518a76e",NA,"2000-05-20"
"703","The Corrs","The Doors","The Doors","The Corrs","Ships w/ Sails","9efff43b-3b29-4082-824e-bc82f646f93d","USEE11401005","Other Voices / Full Circle","dc65ca9f-5492-4de2-8058-cc7405af110b","XE","2015-09-04"
"704","Lil Scrappy","Ludacris","Ludacris feat. Lil' Scrappy","Lil Scrappy","Everybody Drunk","77fafce8-a32f-4d42-bdce-266bbf913cee","USUM71003864","Battle of the Sexes","9251abdd-f26f-47b3-b17f-0c5fd4bde481","US","2010-03-09"
"705","Collective Soul","Collective Soul","Collective Soul","Collective Soul","Crowded Head","aa266ac7-d919-4132-982e-76cbd95591a7","USAT20101894","Disciplined Breakdown","894bea43-3de0-44c8-b3bf-5c26ceee452c","US","1997-03-11"
"706","Collective Soul","Collective Soul","Collective Soul","Collective Soul","Crowded Head","aa266ac7-d919-4132-982e-76cbd95591a7","USC4R2111170","Disciplined Breakdown","894bea43-3de0-44c8-b3bf-5c26ceee452c","US","1997-03-11"
"707","Kanye West Featuring Syleena Johnson","XXXTENTACION","XXXTENTACION feat. Kanye West & Travis Barker","Kanye West","One Minute","164f0d73-1234-4e2c-8743-d77bf2191051","USUYG1226223","SKINS","ae7f649e-c064-42c5-ae72-aef8c86e39f9","XW","2018-12-07"
"708","NAS Featuring Ginuwine","Justin Bieber","Justin Bieber feat. Nas","NAS","We Are","cfbc0924-0035-4d6c-8197-f024653af823","USUM71516770","Purpose","b5dcf502-fc3d-4440-9e5f-b70d62eb73ed","XE","2015-11-12"
"709","Case","Case","Case","Case","Rain","67f911f6-dbf7-4ad9-a2ed-82484a1f9902","USRL19600271","Case","01b7da18-f1ae-4f21-95dc-036631b1efd6","US","1996-08-13"
"710","Marques Houston Featuring Jermaine ""JD"" Dupri","Marques Houston","Marques Houston feat. Joe Budden","Marques Houston","Clubbin’","94df7b45-d847-4ed4-8606-0cbe6e5a5573","SE59D2160515","ME","84b50eab-2f1d-45d5-b9ad-147d529fdb1b","XW","2022-06-03"
"711","Prince","Prince","Prince & The Revolution","Prince","Erotic City (“Let’s Go Crazy” 7<U+2033> B-side edit)","070d193a-845c-479f-980e-bef15710653e","USWB11700636","Purple Rain","5f5c8fd5-6fa2-485b-9b1d-b06bcfebca72","XW","2017-06-23"
"712","Snoop Dogg Featuring Xzibit & Nate Dogg","Xzibit","Xzibit featuring Snoop Dogg","Snoop Dogg","D.N.A. (Drugs-N-Alkahol)","f90e8b26-9e52-4669-a5c9-e28529c47894","USLR50000815","Restless","758d1aaf-3053-4a19-a089-2a9894ebad73","US","2000"
"713","JAY-Z","JAY-Z","JAY-Z featuring Serena Altschul","JAYZ","Dope Man","f82bcf78-5b69-4622-a5ef-73800768d9ac","USDJ29905298","Vol. 3… Life and Times of S. Carter","bc79a1ae-dbde-4cca-b895-111392a9dbde","XE","1999-12-13"
"714","Christina Aguilera, Lil' Kim, Mya & P!nk","Diddy","Diddy feat. Christina Aguilera","Christina Aguilera","Tell Me (Mixshow version)","b202beb7-99bd-47e7-8b72-195c8d72ebdd","USAT20700367","Tell Me","c45b95a3-66b6-4077-8feb-9cc1d2621ad6","AF","2007-02-03"
"715","Dwele","Black Milk","Black Milk feat. Dwele","Dwele","2 Would Try","808c1fbb-ccfb-4b15-a541-72bec155e696","QM8RL1400533","FEVER","61e918e3-d10e-44ee-9888-56a3b3d504c1","US","2018-02-16"
"716","2Pac Featuring Trick Daddy","2Pac","2Pac","2Pac","Ghost","382f1005-e9ab-4684-afd4-0bdae4ee37f2","USIR10312382","Tupac: Resurrection","b05bef3b-730d-48ae-89b4-ac1555e44983","JP","2003-11-01"
"717","Mariah Carey Featuring Joe & 98 Degrees","Mariah Carey","Mariah Carey","Mariah Carey","Never Too Far","494e8d09-f85b-4543-892f-a5096aed1cd4","USVI20100344","Glitter","8a67b2aa-8851-4254-bb59-31103be5c46e","JP","2001-08-18"
"718","Silkk The Shocker Featuring Mystikal","Silkk the Shocker","Silkk the Shocker","Silkk The Shocker","The Day I Was Made","417f125f-591e-47f6-97d5-fadb81dec7d1","USPO10900131","Made Man","45616f0e-f1c7-4da8-b495-cd354da54771","US","1999-01-19"
"719","Busta Rhymes","Busta Rhymes","Busta Rhymes","Busta Rhymes","Scenario (demo tape)","10a9ff92-9637-4498-afea-7044b2ab0dc0","USZEG1100161","The [Abstract] Best Vol 1","ef42cbf8-8302-4241-8ce1-40a176d67e10","US","2009"
"720","Lil Wayne","2 Chainz","2 Chainz feat. Lil Wayne","Lil Wayne","Bentley Truck","ac9a487a-d9d2-4f27-bb23-0f4686488345","USUM71601516","ColleGrove","8a934c03-f622-4223-ba75-82a997516cce",NA,"2016-03-04"
"721","Ja Rule","So Plush","So Plush feat. Ja Rule","Ja Rule","Damn (Darkchild remix)","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USSM19905846","Double Face, Volume 3","97ac8458-0585-4c7f-8378-148b1b51b65c","FR","2001-01"
"722","Garbage","Garbage","Garbage","Garbage","Hammering in My Head","f9ef7a22-4262-4596-a2a8-1d19345b8e50","GBBUF9800296","Version 2.0","3b79f81b-ae8f-4c4c-b236-d16600d149c1","KR","1998-05-01"
"723","Garbage","Garbage","Garbage","Garbage","Hammering in My Head","f9ef7a22-4262-4596-a2a8-1d19345b8e50","USAL19800027","Version 2.0","3b79f81b-ae8f-4c4c-b236-d16600d149c1","KR","1998-05-01"
"724","Tupac Featuring The Notorious B.I.G.","The Notorious B.I.G.","The Notorious B.I.G. featuring Lil’ Kim & Puff Daddy","Tupac","Would You Die for Me","d5d97b2b-b83b-4976-814a-056d9076c8c3","USBB40580635","Born Again","7b8fb553-1bb1-4ae4-9913-dd43e0ae50bb","US","1999-12-07"
"725","Snoop Dogg Featuring Mystikal And Fiend","YoungBoy Never Broke Again","YoungBoy Never Broke Again feat. Snoop Dogg","Snoop Dogg","Callin","f90e8b26-9e52-4669-a5c9-e28529c47894","USAT22005618","Top","86930292-10fd-464a-9555-c72f3d2c286f","XW","2020-09-11"
"726","Green Day","Green Day","Green Day","Green Day","Redundant","084308bd-1654-436f-ba03-df6697104e19","GBCAD2100231","BBC Sessions","06f93987-96b3-423d-9b7c-406b4c4631d9","XW","2021-12-10"
"727","Snoop Dogg Featuring Tyrese & Mr. Tan","Darius","Darius, Finlay & Lotus, Jack Rush & Snoop Dogg","Snoop Dogg","Last Flame - Jack Rush Remix","f90e8b26-9e52-4669-a5c9-e28529c47894","DEL712110201","Clubhits Only! - 2022","b86d2c84-7b84-4746-94a7-3c4aba57080f","XW","2022-02-11"
"728","Violator Featuring Busta Rhymes","Busta Rhymes","Busta Rhymes feat. Big Sean, T.I. & Tyrese","Violator","Fireworkz","10a9ff92-9637-4498-afea-7044b2ab0dc0","FR5R00901797","Anarchy 2","96f81101-76c3-416b-b8d7-7e0f87ae2546","XW","2012-05-15"
"729","Mase Featuring P. Diddy","Black Rob","Black Rob feat. Puff Daddy, Mark Curry, G-Dep & Ma$e","Mase","Down the Line Joint","76716b81-e361-427e-a931-19373388387d","USBB49901051","Life Story","58fb5d5b-6c95-4cb0-b62f-0786ac745f2a","US","2000-03-07"
"730","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","My Father’s House","70248960-cb53-4ea4-943a-edb18f7d336f","USSM11808118","Springsteen on Broadway","5a3e38b4-2f3b-4bec-ab00-5d942a43b298","US","2018-12-14"
"731","Nas Featuring Puff Daddy","Nas","Nas","Nas","Me & You (Dedicated to Destiny)","cfbc0924-0035-4d6c-8197-f024653af823","USSM10414237","Street’s Disciple","432a2de4-be78-4311-accc-6073cbdaec09","GB","2004-11-29"
"732","Lil' Wayne Featuring Baby, Mack 10 & Mickey","Chris Brown","Chris Brown feat. Lil Wayne & Bleu","Lil Wayne","Possessive","ac9a487a-d9d2-4f27-bb23-0f4686488345","USRC12201879","Breezy","ab30ba41-631f-4d35-a9c1-d550ff67d4d3","XW","2022-06-24"
"733","matchbox twenty","Matchbox Twenty","Matchbox 20","matchbox twenty","Girl Like That (MTV's Live From the 10 Spot)","75af9d25-cf32-49c0-9192-60bd8e9784e6","USAT21202455","Yourself or Someone Like You","e5563bf4-2412-4ec6-b02a-00077e9264f0","AU","1998-12-15"
"734","Collin Raye","Jim Brickman","Jim Brickman feat. Collin Raye & Susan Ashton","Collin Raye","The Gift","49bf0641-e3cd-462f-8aab-5346ef213b01","USSM19701033","The Best of Collin Raye: Direct Hits","47ea721d-65b2-49ff-8003-4a604ffa56da","US","1997-08-26"
"735","Collin Raye","Jim Brickman","Jim Brickman feat. Collin Raye & Susan Ashton","Collin Raye","The Gift","49bf0641-e3cd-462f-8aab-5346ef213b01","USWH19700221","The Best of Collin Raye: Direct Hits","47ea721d-65b2-49ff-8003-4a604ffa56da","US","1997-08-26"
"736","Busta Rhymes Featuring P. Diddy & Pharrell","Craig Mack","Craig Mack feat. The Notorious B.I.G., Rampage, LL Cool J, Busta Rhymes","Busta Rhymes","Flava in Ya Ear (remix)","10a9ff92-9637-4498-afea-7044b2ab0dc0","USAT21205580","Smithsonian Anthology of Hip-Hop and Rap","fdac9c68-1558-45d1-a973-bdc6321369af","US","2021-08-20"
"737","Nine Inch Nails","Nine Inch Nails","Nine Inch Nails","Nine Inch Nails","With Faith","b7ffd2af-418f-4be2-bdd1-22f8b48613da","TCAES2061967","Ghosts V–VI","6e6a083c-2dfb-4805-a90a-1447696dc49a","US","2020-03-26"
"738","Snoop Dogg","Jason Derulo","Jason Derulo feat. Snoop Dogg","Snoop Dogg","Wiggle","f90e8b26-9e52-4669-a5c9-e28529c47894","USWB11400672","Ministry of Sound: Maximum Bass Redline","7f9f9829-6bff-47e7-8070-f14c8fb7b67d",NA,"2014-01-01"
"739","Snoop Dogg","Jason Derulo","Jason Derulo feat. Snoop Dogg","Snoop Dogg","Wiggle","f90e8b26-9e52-4669-a5c9-e28529c47894","USWB11400964","Ministry of Sound: Maximum Bass Redline","7f9f9829-6bff-47e7-8070-f14c8fb7b67d",NA,"2014-01-01"
"740","Snoop Dogg","Jason Derulo","Jason Derulo feat. Snoop Dogg","Snoop Dogg","Wiggle","f90e8b26-9e52-4669-a5c9-e28529c47894","USWB11402071","Ministry of Sound: Maximum Bass Redline","7f9f9829-6bff-47e7-8070-f14c8fb7b67d",NA,"2014-01-01"
"741","Mercedes Featuring Master P","Master P","Master P feat. Mac","Mercedes","We Riders","a5bd836d-8d8f-48a5-b0b7-dbb18b3264dd","USPO10500006","Ghetto D","cafdf27c-aac6-438c-8239-eeeb55e2803c","US","1997-09-02"
"742","Snoop Dogg Featuring Tyrese & Mr. Tan","Snoop Dogg","Snoop Doggy Dogg","Snoop Dogg","Groupie","f90e8b26-9e52-4669-a5c9-e28529c47894","USKO10410388","Tha Doggfather","ab373ccb-d8c5-4ab8-8f9a-f2b267da78ef","US","2001-04-24"
"743","Paul McCartney","Paul McCartney","Paul McCartney","Paul McCartney","Who Cares","ba550d0e-adac-4864-b88b-407cab5e76af","GBCCS1800289","Egypt Station","27ba9c8a-740a-4da9-b231-12887a3d7e3d","US","2018-07-07"
"744","The Isley Brothers Featuring Ronald Isley","The Isley Brothers","The Isley Brothers","The Isley Brothers","It’s a Disco Night (Rock Don’t Stop), Parts 1 & 2 (special disco version)","4a76400d-283f-492e-9754-18ef41755f81","USSM17900836","Grand 12-Inches 10","566b4add-9d72-4455-b243-ed67081a5992","NL","2013-06-28"
"745","Brandy","Brandy","Brandy","Brandy","What You Need","01e60eba-52df-4694-8f09-39f43abe54e9","USRC11201036","Two Eleven","849cf3b7-c44e-4689-907d-faf6bf3051dc","US","2012-10-16"
"746","Eminem","50 Cent","50 Cent & Eminem","Eminem","The Re-Up","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM70618659","Eminem Presents: The Re-Up","08082cc1-6f88-46fe-aa2c-2c5d47090df5","GB","2006-12-04"
"747","Fleetwood Mac","Fleetwood Mac","Fleetwood Mac","Fleetwood Mac","Dreams","bd13909f-1c29-4c27-a874-d4aaf27c5b1a","USWB12202453","Greatest Hits","bf348e42-a78e-40b7-ad00-cbadd560942a","US","2022-06-28"
"748","LL Cool J","LL Cool J","LL Cool J feat. Ralph Tresvant & Ricky Bell","LL Cool J","Candy","a4dd0e77-83b8-4e92-89b7-effb0e47fd8c","USDJ29700015","Phenomenon","6221e248-448c-4a20-b22d-a105cffdb19b","US","1997-10-14"
"749","Brandy","Brandy","Brandy & Monica","Brandy","The Boy Is Mine","01e60eba-52df-4694-8f09-39f43abe54e9","USAT29800315","Promo Only: Mainstream Radio, May 1998","4fd2617f-4419-498b-9576-d8b0458d1fce","US","1998-04"
"750","The Black Eyed Peas","Black Eyed Peas","The Black Eyed Peas","The Black Eyed Peas","Meet Me Halfway","d5be5333-4171-427e-8e12-732087c6b78e","USUM70967700","Meet Me Halfway","72efde9b-88c8-46dd-85d2-2208513bb0fb","FR","2009-06-01"
"751","Cee-Lo","Nipsey Hussle","Nipsey Hussle feat. CeeLo Green","CeeLo","Loaded Bases","2c69465c-0f76-45ce-90a2-1ed0fdacc997","USAT21705213","Victory Lap","05433149-7922-422a-8ea1-4711f00e0382","XW","2018-02-16"
"752","Slum Village Featuring Dwele","Slum Village","Slum Village & T. Banks","Slum Village","Star","c0c1183e-6940-48ca-8f96-98250fcb3ef1","USCA20200711","Trinity (Past, Present and Future)","c8f22208-7eb7-4664-aef7-ce673e1c7c79","US",NA
"753","Tori Amos","Tori Amos","Tori Amos","Tori Amos","Big Wheel","c0b2500e-0cef-4130-869d-732b23ed9df5","USSM10706098","2007-11-20: Legs and Boots: Ruth Eckerd Hall, Clearwater, FL, USA","cac0b0bc-5e2b-4b92-9d2f-3c838d234f20","US","2007"
"754","Mia X Featuring Charlie Wilson","Tank","Tank feat. Tyrese, Toni Braxton, Jordin Sparks, Omarion, Faith Evans, JoJo, Charlie Wilson, Tamar Braxton & Steve Russell","Mia X","If You Dream","b2d7c5e9-0e74-45e9-99a2-de24c19ee014","USUM70985099","Music Inspired by the Film More Than a Game","b4a743d1-5652-4487-afda-75dd31e6c091","US","2009-09-28"
"755","Mariah Carey Featuring Joe & 98 Degrees","Mariah Carey","Mariah Carey","Mariah Carey","8th Grade","494e8d09-f85b-4543-892f-a5096aed1cd4","USSM11808166","Caution","da12bc28-c565-4dee-8bdd-03c118257caf","XW","2018-11-16"
"756","Lil' Wayne Featuring Baby, Mack 10 & Mickey","Busta Rhymes","Busta Rhymes feat. Q-Tip, Kanye West & Lil Wayne","Lil Wayne","Thank You","ac9a487a-d9d2-4f27-bb23-0f4686488345","USCM51300939","Now That’s What I Call Music! 87","52c8ddcf-fed1-482f-a7af-fe421edfc8a9","GB","2014-04-07"
"757","Fat Joe Featuring Ashanti","Fat Joe","Fat Joe feat. T-Pain & Oz","Fat Joe","Put Ya in Da Game","a6a4c910-2b22-4a6f-aebe-805b176c47b8","USNPD0900458","Jealous Ones Still Envy 2 (J.O.S.E. 2)","8317d05c-2c68-4aa9-b1ec-fdf2642cefa9","US","2009-10-06"
"758","Evanescence Featuring Paul McCoy","Evanescence","Evanescence","Evanescence","Lithium","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9","GBCBR1800086","Synthesis Live","8af60e55-8165-409d-a4da-f59b9c100273","JP","2018-10-05"
"759","Kelly Rowland","Kelly Rowland","Kelly Rowland feat. Lil Playy","Kelly Rowland","Work It Man","31bea673-d23a-4889-8da1-7cb040863268","USUM71110501","Here I Am","7587b282-12e3-4399-85dd-e6f4c9838ea3","US","2011-07-25"
"760","Metallica","Metallica","Metallica","Metallica","Seek & Destroy","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab","NLV7F1702593","Enter Mudman: Live From Woodstock","f2da356d-7680-424f-b32f-e4fabd9e5f63","IT","1994"
"761","Snoop Dogg","Doggyland","Doggyland feat. Snoop Dogg","Snoop Dogg","Affirmation Song","f90e8b26-9e52-4669-a5c9-e28529c47894","QZMER2216448","Kids Hits, Vol. 1","7380d479-21bb-4759-bcdc-413e9c30f95f","XW","2022-08-04"
"762","Garbage","Garbage","Garbage","Garbage","Cherry Lips (Go Baby Go!) (Re-Mastered 07)","f9ef7a22-4262-4596-a2a8-1d19345b8e50","GBAHT0700391","100% Hits of the Decade 2000-2010","42cc42da-0381-4571-9442-053abe76c9e9","AU","2009-11-06"
