"","Artist","artist","artist_credit_phrase","Artist_no_featuring","song title","artist mbid","ISRC","release","recording_id","country","date"
"571","En Vogue","En Vogue","En Vogue","En Vogue","Party","9a883a69-436b-4d17-9ffd-122a9bf4419a","USRH12000846","Born to Sing","3f93aaf7-e9c1-4e19-8a42-bd74ea8ba7f4","CA","1990-04-03"
"572","Oakenfold Featuring Shifty Shellshock","Paul Oakenfold","Paul Oakenfold feat. Carla Werner","Oakenfold","Southern Sun (extended mix)","7bf1f441-ccf1-4258-9797-07c8d16eb44c","GBAHS0300706","Southern Sun / Ready Steady Go","69a987ae-25a4-4bd5-a7f4-c52d03cf8174","GB","2002-03-19"
"573","Tori Amos","Tori Amos","Tori Amos","Tori Amos","Drive All Night","c0b2500e-0cef-4130-869d-732b23ed9df5","USSM10701232","American Doll Posse","94981d70-00bf-4bee-9157-1c70a8ed2f7d",NA,"2007-05-01"
"574","Wayne Wonder","Wayne Wonder","Wayne Wonder","Wayne Wonder","Bounce Along","fa5ecc27-10f6-41eb-90ac-9498a2bf6b43","USVPR1400389","No Holding Back","69869905-b287-455e-afdd-b5a90df58125","US","2003-03-04"
"575","No Doubt","No Doubt","No Doubt","No Doubt","Spiderwebs","fbd2a255-1d57-4d31-ac11-65b671c19958","USIR19500270","Tragic Kingdom","1712fd13-69b1-47bb-8eba-97211153c061","CA","1995-10-06"
"576","Moby Featuring Gwen Stefani","Moby","Moby","Moby","Everyone Is Gone","8970d868-0723-483b-a75b-51088913d3d4","GB3AD1300036","Innocents","f9b0f37c-06e4-4e5a-b956-d906c451d405","DE","2013-09-27"
"577","Craig David","Craig David","Craig David","Craig David","Change My Love","89e39f67-65cc-4f90-b145-b1b56c209f8a","GBARL1600968","Following My Intuition","4c9fdcd6-01eb-4f41-9c35-d13b1d1f19aa","GB","2016-09-30"
"578","Tupac Featuring The Notorious B.I.G.","The Notorious B.I.G.","The Notorious B.I.G.","Tupac","Somebody’s Gotta Die (2005 remaster)","d5d97b2b-b83b-4976-814a-056d9076c8c3","USBB40580691","Life After Death (25th anniversary super deluxe edition)","48ec0507-1346-48cf-b1ac-6ae19e44712f","US","2022"
"579","Mariah Carey Featuring Snoop Dogg","Mariah Carey","Mariah Carey","Mariah Carey","Make It Happen","494e8d09-f85b-4543-892f-a5096aed1cd4","USSM19200430","MTV Unplugged","d897b63f-aa68-4656-bda5-f8904a6ed299","XW","1992-04-27"
"580","Elton John","Elton John","Elton John","Elton John","The Tide Will Turn for Rebecca (piano demo)","b83bc61f-8451-4a5d-8b8e-7e9ed295e822","GBUM72003365","Jewel Box","d3ee7c24-6e13-42f0-ac6d-b190c98deedf","XW","2020-11-13"
"581","Jadakiss Featuring Mariah Carey","Mariah Carey","Mariah Carey","Jadakiss","Close My Eyes (acoustic)","494e8d09-f85b-4543-892f-a5096aed1cd4","USQX92003606","The Rarities","753ad2d6-77f3-4998-a3d6-3e1ae0d8a721","AF","2020-10-02"
"582","Nappy Roots","Nappy Roots","Nappy Roots","Nappy Roots","Come My Way","01b64e1d-1e61-4482-b34a-cdb6d2a47f8d","USKO11900356","Jay & Silent Bob Reboot (Original Motion Picture Soundtrack)","4f9258e6-8029-4d11-a375-e465dadda00d","US","2019-11-01"
"583","Mariah Carey Featuring Jay-Z","Mariah Carey","Mariah Carey, Khalid, Kirk Franklin & Moto Blanco","Mariah Carey","Fall in Love at Christmas (Moto Blanco remix)","494e8d09-f85b-4543-892f-a5096aed1cd4","USA5W2100423","Fall in Love at Christmas (remixes)","b0403959-2f98-46d9-b4d2-7dcd45073930","AF","2021-12-03"
"584","Beyonce Featuring Sean Paul","Beyoncé","Beyoncé","Beyonce","Shining (Thank You)","859d0860-d480-4efd-970c-c05d5f1776b8","USSM11902767","HOMECOMING: THE LIVE ALBUM","ee7e909e-0251-41a1-ae8c-0a67e5a88e85","XW","2019-04-17"
"585","Gwen Stefani Featuring Eve","Gwen Stefani","Gwen Stefani","Gwen Stefani","Hollaback Girl (Dance Hollaback remix by Tony Kanal)","2e41ae9c-afd2-4f20-8f1e-17281ce9b472","USIR10500880","Love Angel Music Baby","9b015855-bfe7-40c2-8c82-43d722b661e3",NA,"2005-01-01"
"586","Mariah Carey","Mariah Carey","Mariah Carey","Mariah Carey","Always Be My Baby","494e8d09-f85b-4543-892f-a5096aed1cd4","USSM12004960","The Rarities","30465791-0f85-4e6d-8e28-bbe28f3c0b36","AF","2020-10-02"
"587","Kylie Minogue","Kylie Minogue","Kylie Minogue","Kylie Minogue","Still Standing","2fddb92d-24b2-46a5-bf28-3aed46f4684c","GBAYE0302277","Body Language","a876d1a8-4d3f-46ba-8fbd-0428183e1bcd","JP","2003-11-10"
"588","BT","Armin van Buuren","Armin van Buuren, BT, Nation Of One & Assaf","BT","Always (Assaf remix)","88e2147d-0332-46f6-85b2-b5f463ba957b","NLF712000421","Balance (Remixes)","85024f31-3912-4aa2-b56c-dc6dd9099b2d","US","2020-03-20"
"589","Norah Jones","The Peter Malick Group","The Peter Malick Group feat. Norah Jones","Norah Jones","Things You Don’t Have to Do (DJ Strobe Loungin’ in Ibiza Sunset remix)","985c709c-7771-4de3-9024-7bda29ebe3f9","USKO10601844","The Deluxe Collection","053f90cc-2f0f-4d93-9a87-eb631ad66c8c","US","2007-01-16"
"590","Destiny's Child","Destiny’s Child","Destiny’s Child featuring Wyclef Jean","Destinys Child","No, No, No, Part 2 (extended version)","a796b92e-c137-4895-9c89-10f900617a4f","USSM10200512","This Is The Remix","722b6249-2e4a-4e95-b76c-0b22be20462a","US","2002-03-12"
"591","Gwen Stefani","Gwen Stefani","Gwen Stefani","Gwen Stefani","4 in the Morning","2e41ae9c-afd2-4f20-8f1e-17281ce9b472","USUM70731992","Bravo Hits 58","c461a4f8-9c77-4c6a-92cf-6c968954f1b3","DE","2007-08-03"
"592","R. Kelly & Jay-Z","Diddy","Puff Daddy feat. R. Kelly","R Kelly","Satisfy You","c2d25856-a09a-4d15-b404-77dd19c19e63","USRH11604360","Bad Boy 20th Anniversary Box Set Edition","69b2fa1f-b110-484d-b6f0-0090ae4dce78","US","2016-08-12"
"593","R. Kelly & Celine Dion","R. Kelly","R. Kelly & JAY-Z","R Kelly","Pretty Girls","c2d25856-a09a-4d15-b404-77dd19c19e63","USDJ20400920","Unfinished Business","1dbd2188-8852-4585-bbcc-a0f4f3dcabb4","CA","2004-10-26"
"594","Moby Featuring Gwen Stefani","Butthole Surfers","Butthole Surfers & Moby","Moby","Tiny Rubberband","8970d868-0723-483b-a75b-51088913d3d4","USSM19701300","Spawn: The Album","462e89f5-54b6-4de4-8f99-adeaad561a20","US","1997-07-29"
"595","Donna Summer","Donna Summer","Donna Summer","Donna Summer","(If It) Hurts Just a Little","b60527cc-54f3-4bbe-a01b-dcf34c95ae14","US6R21474410","Donna Summer","44c4605e-b433-4202-adad-6cd35d9757a9","US","1982-07-19"
"596","Donna Summer","Donna Summer","Donna Summer","Donna Summer","(If It) Hurts Just a Little","b60527cc-54f3-4bbe-a01b-dcf34c95ae14","USPR38202177","Donna Summer","44c4605e-b433-4202-adad-6cd35d9757a9","US","1982-07-19"
"597","Zombie Nation","Zombie Nation","Zombie Nation","Zombie Nation","Meathead","e26fa4b0-ea73-4a33-a745-44077a0d5a59","CAT391200146","Meathead","1ffefb9d-8903-426f-b34a-12a7fc814c62","CA","2012-10-01"
"598","Mase","Mase","Mase feat. Lil’ Cease & Jay-Z","Mase","Cheat on You","76716b81-e361-427e-a931-19373388387d","USBB40580125","Harlem World","c0a3f534-0315-431e-a406-c36a2d1905f5","US","1997-10-28"
"599","Busta Rhymes","Beyoncé","Beyoncé feat. Busta Rhymes & Azealia Banks","Busta Rhymes","Partition (remix)","10a9ff92-9637-4498-afea-7044b2ab0dc0","GBH5W1400065","Catastrophic 2","22fb349b-f4af-4fbb-b335-54c277393990","XW","2014-08-07"
"600","Naughty By Nature Featuring 3LW","Naughty by Nature","Naughty by Nature","Naughty By Nature","Rhyme’ll Shine On","3bdcd49d-212e-4f4f-877a-eac1e4a2bddc","USTB10300161","Naughty by Nature","4946454f-1df5-41ab-b445-fac99defc855","US","1991-08-30"
"601","Norah Jones","Norah Jones","Norah Jones","Norah Jones","Take It Back","985c709c-7771-4de3-9024-7bda29ebe3f9","USBN21200148","…Little Broken Hearts","ddc06f8c-0eaf-4b7a-ae2f-9fe3b7f0d1f2","JP","2012-04-25"
"602","Norah Jones","Norah Jones","Norah Jones","Norah Jones","Take It Back","985c709c-7771-4de3-9024-7bda29ebe3f9","USBN21200252","…Little Broken Hearts","ddc06f8c-0eaf-4b7a-ae2f-9fe3b7f0d1f2","JP","2012-04-25"
"603","LL Cool J Featuring Amerie","LL Cool J","LL Cool J","LL Cool J","Loungin","a4dd0e77-83b8-4e92-89b7-effb0e47fd8c","USUM71200756","Anthems: R&B","9caacc31-f575-453a-bf28-42c096a110bc","AU","2010"
"604","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","It Won’t Seem Like Christmas (Without You)","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17101164","Elvis Sings the Wonderful World of Christmas","0026e1e4-72ca-4778-9da5-bb9705e59053","US","1971-10-20"
"605","Beyonce","Beyoncé","Beyoncé","Beyonce","Sandcastles","859d0860-d480-4efd-970c-c05d5f1776b8","USSM11603192","LEMONADE","f5b3dbe8-b950-4967-a6fb-a7ed78299ea8","XW","2016-04-23"
"606","Ja Rule Featuring Charli ""Chuck"" Baltimore","Ashanti","Ashanti feat. Ja Rule","Ja Rule","Helpless","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","USAT21603226","Helpless","c3e2276f-b094-43e5-87ac-2ba33dd8ffcf","AU","2016-11-25"
"607","Snoop Dogg Featuring Tyrese & Mr. Tan","Fabolous","Fabolous & Dave East feat. Snoop Dogg","Snoop Dogg","Make Some Money","f90e8b26-9e52-4669-a5c9-e28529c47894","USUM72121166","Snoop Dogg Presents Algorithm","d9aa1e57-96c3-44f7-8867-0dee22611b96","XW","2021-11-19"
"608","Sonique","Sonique","Sonique","Sonique","It Feels So Good (Can 7 Soulfood radio mix)","e8b37da4-6cb2-4641-ab53-da42f02fbdfb","NLML69800038","Nikki Beach: 20th Anniversary","c748e09b-6bba-4757-990e-3d6326be966c","FR","2019-07-26"
"609","Wyclef Jean Featuring Missy Elliott","Vic Mensa","Vic Mensa feat. Wyclef Jean & Chance the Rapper","Wyclef Jean","Shelter","4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c","QMJMT2003436","Shelter","7de80a23-baeb-4b13-81d9-1575d76aac6a","US","2021-02-05"
"610","Kanye West","2 Chainz","2 Chainz feat. Kanye West & Brent Faiyaz","Kanye West","Feel a Way","164f0d73-1234-4e2c-8743-d77bf2191051","USUG12002965","So Help Me God!","2b2481ad-49f8-4e05-86a6-cca447d292f1","XW","2020-11-13"
"611","DMX Featuring Sisqo","DMX","DMX","DMX","Prayer III","f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8","USDJ29905365","…And Then There Was X","42caeec4-2e64-426d-bbfc-0be3e5175d1d","US","1999-12-21"
"612","B2K Featuring Fabolous","Raiwa","Raiwa & B2K","B2K","In The Arms Of The Wind","e50519c1-6940-40fe-b920-f73f522005e2","GBKQU2014827","Soultronic, Vol. 14","3b399e04-678e-40ba-a1eb-794f35a335fb","XW","2020-07-03"
"613","Juvenile Featuring Mannie Fresh & Lil' Wayne","Juvenile","Juvenile feat. Jay-Z","Juvenile","Ha (remix)","ba9afaf0-ef3a-42a6-afe0-f924193629bb","USCM50200166","400 Degreez","a3a285cc-603b-4c49-bc14-2d56a1dab48d","US","1998-11-03"
"614","R. Kelly & Celine Dion","R. Kelly","R. Kelly","R Kelly","Trade in My Life","c2d25856-a09a-4d15-b404-77dd19c19e63","GBAHK9500196","R. Kelly","cd6ebfae-0ba3-480f-a34d-a88b944d8eb3","US","1995-11-14"
"615","The Isley Brothers Featuring Ronald Isley","The Isley Brothers","The Isley Brothers","The Isley Brothers","It’s a Disco Night (Rock Don’t Stop)","4a76400d-283f-492e-9754-18ef41755f81","USSM17900498","It’s a Disco Night (Rock Don’t Stop)","48da4803-9d37-44b8-a3f3-b00875904ada","US","1979-08"
"616","The Isley Brothers Featuring Ronald Isley","The Isley Brothers","The Isley Brothers","The Isley Brothers","It’s a Disco Night (Rock Don’t Stop)","4a76400d-283f-492e-9754-18ef41755f81","USSM17900836","It’s a Disco Night (Rock Don’t Stop)","48da4803-9d37-44b8-a3f3-b00875904ada","US","1979-08"
"617","Jay-Z Featuring R. Kelly","JAY-Z","Jaÿ-Z feat. Foxxy Brown","JayZ","Ain’t No Nigga","f82bcf78-5b69-4622-a5ef-73800768d9ac","USUM70503108","Dead Presidents","b0daa0f7-3b98-42bb-9331-7f5a738d1221","US","1996-02-20"
"618","Eminem, Dr. Dre & 50 Cent","Eminem","Eminem","Eminem","So Bad","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USUM71015422","Recovery","78bb8565-586f-401f-b999-092406e31e23","US","2010-06-18"
"619","Barenaked Ladies","Barenaked Ladies","Barenaked Ladies","Barenaked Ladies","Another Postcard","86e736b4-93e2-40ff-9e1c-fb7c63fef5f6","CAN110502721","2004-03-05: Play Everywhere for Everyone: Lexington, KY, USA","dc1253d7-d628-4898-b4e7-813f3533fa59","US","2004-03-05"
"620","OutKast","OutKast","OutKast","OutKast","GhettoMusick (radio mix)","73fdb566-a9b1-494c-9f32-51768ec9fd27","USAR10300688","GhettoMusick","adfe284d-00e6-4b4b-8228-139293a3cc19","GB","2003-09-22"
"621","Alice Deejay","Alice DeeJay","Alice DeeJay","Alice Deejay","Back in My Life","76bee0a6-10fc-416c-a8fd-d9c91ee9642c","NLC529911130","Na Balada Jovem Pan Volume 02","8a205752-a308-4a93-a252-e1c54ad327d0","BR","1998"
"622","Usher And Alicia Keys","Alicia Keys","Alicia Keys","Usher And Alicia Keys","She Don’t Really Care_1 Luv","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","USRC11602383","Here","c22c99f6-a232-4c5e-a898-6e64b02773ee","XE","2016-11-04"
"623","Memphis Bleek Featuring Jay-Z & Missy Elliott","JAY-Z","JAY-Z feat. Memphis Bleek","Memphis Bleek","Holla","48db8d53-98c7-4ec8-8d49-00a89ebad8d4","USDJ20010563","The Dynasty: Roc La Familia 2000","45de659a-8235-46bf-a7c3-73f8ef995e49","DZ","2014-08-12"
"624","Reba McEntire","Reba McEntire","Reba","Reba McEntire","Whoever’s in New England (revived)","3ec17e85-9284-4f4c-8831-4e56c2354cdb","USUG12102859","Revived Remixed Revisited","c2ff0fb2-4027-434a-81b4-402aed471aa7","XW","2021-10-08"
"625","Red Hot Chili Peppers","Red Hot Chili Peppers","Red Hot Chili Peppers","Red Hot Chili Peppers","Nobody Weird Like Me","8bfac288-ccc5-448d-9573-c33ea2aa5c30","USEM30200313","Mother’s Milk","850cfbe5-36cb-4088-8301-524bd5c58f38","US","1989-08-22"
"626","Korn","Korn","Korn","Korn","Mass Hysteria","ac865b2e-bba8-4f5a-8756-dd40d5e39f46","US5Z51300361","The Paradigm Shift","ee8d7820-15cb-470a-a1c5-b90ec78bf413",NA,"2013-10-04"
"627","Korn","Korn","Korn","Korn","Mass Hysteria","ac865b2e-bba8-4f5a-8756-dd40d5e39f46","US5Z51300502","The Paradigm Shift","ee8d7820-15cb-470a-a1c5-b90ec78bf413",NA,"2013-10-04"
"628","Brooks & Dunn","Brooks & Dunn","Brooks & Dunn","Brooks","Red Dirt Road","f30118c5-f783-4969-8427-f3c096378267","USAN20200059","Red Dirt Road","b84f45b8-3a36-423a-bd92-38a51fa16af1","US","2003-07-15"
"629","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","What Now My Love","01809552-4f87-45b0-afff-2c6f0730a3be","USRC17307033","Aloha From Hawaii via Satellite","3fb281c3-4a54-4a49-878e-d5969f2f3b11","US","1973"
"630","Lil Wayne","Fat Joe","Fat Joe feat. Lil Wayne & Ron Browz","Lil Wayne","Winding on Me","ac9a487a-d9d2-4f27-bb23-0f4686488345","USNPD0900457","Jealous Ones Still Envy 2 (J.O.S.E. 2)","48aa8ab9-818c-41a1-8b55-5dc1ebf79a54","US","2009-10-06"
"631","Will Smith Featuring Dru Hill & Kool Mo Dee","Logic","Logic feat. Will Smith","Will Smith","Don’t Be Afraid to Be Different","5bae7081-64ef-4473-825a-38d310deb14c","USUM71909024","Confessions of a Dangerous Mind","02f8cb73-34b8-4f2d-afae-e207e741c793","US","2019-05-10"
"632","Sheryl Crow","Sheryl Crow","Sheryl Crow","Sheryl Crow","Live With Me","80ccfede-c258-4575-a7ad-c982e9932e0f","QZRD92201297","Sheryl: Music from the Feature Documentary","74f89267-d4c3-429f-adb9-a2b3977308e6","US","2022-05-06"
"633","Redman Featuring DJ Kool","Redman","Redman","Redman","Get It Live","1f1f6737-b930-46fc-8d25-110bb99f7490","USRL19800986","Doc's da Name 2000","10528792-d320-4f3b-bf03-a299cc1abda1","US","1998-12-08"
"634","Thalia Featuring Fat Joe","Cuban Link","Cuban Link & Fat Joe","Thalia","Why Me? (instrumental)","a6a4c910-2b22-4a6f-aebe-805b176c47b8","USAT20002600","Why Me?","2a6497b8-f8ea-4bc1-aacb-9fdbee247408","US","2000"
"635","Celine Dion","Céline Dion","Céline Dion","Celine Dion","Je danse dans ma tête","847e8a0c-cc20-4213-9e16-975515c2a926","CAC229100012","Dion chante Plamondon","73f00083-0c96-4ed2-91db-a220f3b66a95","CA","1991-11-04"
"636","Deborah Cox","Deborah Cox","Deborah Cox","Deborah Cox","Starting With You (Danny Sullivan & Kemist mix)","1978391f-956e-4fe6-93c1-5053b43138c7","USJAY0300173","Remixed","9b573fee-0d20-4cbf-96cc-46382083c0cb","US","2003"
"637","2Pac Featuring Trick Daddy","2Pac","2Pac","2Pac","Part-Time Mutha","382f1005-e9ab-4684-afd4-0bdae4ee37f2","USIR19100903","2Pacalypse Now","604b55e0-cb2e-4d9a-a40d-22983d48b218","US","1991-11-12"
"638","2Pac Featuring Trick Daddy","2Pac","2Pac","2Pac","Part-Time Mutha","382f1005-e9ab-4684-afd4-0bdae4ee37f2","USIR19500844","2Pacalypse Now","604b55e0-cb2e-4d9a-a40d-22983d48b218","US","1991-11-12"
"639","The Killers","The Killers","The Killers","The Killers","Spaceman","95e1ead9-4d31-4808-a7ac-32c3614c116b","USUM70849640","Promo Only: Modern Rock Radio, January 2009","10259921-beba-4de1-a908-964e93c919ae","US","2008-12-17"
"640","Shaggy Feat. Ricardo ""RikRok"" Ducent","Shaggy","Shaggy feat. Gary “Nesta” Pine","Shaggy","Fly High","fc63d806-ca89-4ea3-a404-ee6de695743f","DES310900204","The Dome: Summer 2009","c0a08083-1517-420f-9e48-52d20652656d","DE","2009-07-10"
"641","Snoop Dogg","Snoop Dogg","Snoop Dogg feat. LunchMoney Lewis","Snoop Dogg","I Don’t Care","f90e8b26-9e52-4669-a5c9-e28529c47894","USUYG1183451","220","d1c00f89-c42a-47d2-820a-050e6ecfd186","US","2018-02-20"
"642","Gloria Estefan","Gloria Estefan","Gloria Estefan","Gloria Estefan","I've Grown Accustomed to His Face","becd8cc6-a453-4183-af88-dedaaec859a6","QMVGK1300196","The Standards","f898b2c6-3ed2-4a72-800f-d9b49102e349","BR","2013-09-09"
"643","Tupac Featuring The Notorious B.I.G.","The Notorious B.I.G.","The Notorious B.I.G. feat. Jay-Z & Angela Winbush","Tupac","I Love the Dough (2005 remaster)","d5d97b2b-b83b-4976-814a-056d9076c8c3","USBB40580701","Life After Death (25th anniversary super deluxe edition)","c2513217-6b86-4b56-a53c-7e8e3a472eaf","US","2022"
"644","Gigi D'Agostino","Gigi D’Agostino","Gigi D’Agostino & Luca Noise","Gigi DAgostino","Love Do Do","57c1e5ea-e08f-413a-bcb1-f4e4b675bead","IT2XT1800518","The Love Do Do","a840dd6c-fe37-43e0-82d5-90e04be4715a","XW","2021-06-10"
"645","Vanessa Carlton","Vanessa Carlton","Vanessa Carlton","Vanessa Carlton","Miner’s Canary","c1a61bb0-e4fe-4064-bc8d-954a2dafda79","CADE71900968","Miner’s Canary","88dac831-e38e-43e9-a163-40a8d9545d3e","XW","2020-02-21"
"646","Vanessa Carlton","Vanessa Carlton","Vanessa Carlton","Vanessa Carlton","Miner’s Canary","c1a61bb0-e4fe-4064-bc8d-954a2dafda79","TCAER2087346","Miner’s Canary","88dac831-e38e-43e9-a163-40a8d9545d3e","XW","2020-02-21"
"647","Snoop Dogg Featuring Tyrese & Mr. Tan","Snoop Dogg","Snoop Dogg","Snoop Dogg","Neva Left","f90e8b26-9e52-4669-a5c9-e28529c47894","USUYG1137807","Neva Left","90b80921-5874-4be3-933c-e7c9e7e638bf","US","2017-05-19"
"648","Reba McEntire","Reba McEntire","Reba McEntire","Reba McEntire","Sing It Now","3ec17e85-9284-4f4c-8831-4e56c2354cdb","QM7U91601196","Sing It Now: Songs of Faith & Hope","0136e6ba-6bc3-4613-a78e-87f979f15722",NA,"2017-02-03"
"649","Houston Featuring Chingy, Nate Dogg & I-20","Nate Dogg","Nate Dogg feat. Fabolous, B.R.E.T.T. & Kurupt","Houston","I Got Love (remix)","405528df-2632-4730-80fc-83e775a97651","USEE10140327","Music & Me","e31b4dfc-1776-4e25-b155-41db98440102","US","2001-12-04"
"650","Jimmy Eat World","Jimmy Eat World","Jimmy Eat World","Jimmy Eat World","Believe in What You Want","bbc5b66b-d037-4f26-aecf-0b129e7f876a","UACA29800962","Clarity","6c25848d-5e9e-48f2-8398-af1bfeb04d6c","US","1999-02-23"
"651","Mariah Carey","Mariah Carey","Mariah Carey","Mariah Carey","I Pray","494e8d09-f85b-4543-892f-a5096aed1cd4","USSM12004985","The Rarities","85ab57d5-7ae9-4c1a-ad94-d66639a45162","AF","2020-10-02"
"652","Christina Aguilera Featuring Redman","Christina Aguilera","Christina Aguilera","Christina Aguilera","Not Myself Tonight (Super clean version)","b202beb7-99bd-47e7-8b72-195c8d72ebdd","USRC11000253","The Biggest BBQ Album 4","3ea33361-2ef8-485b-aa7b-194f9ef3c920","AU","2010"
"653","Snoop Dogg Featuring Mystikal And Fiend","Bootsy Collins","Bootsy Collins feat. Snoop Dogg & Brandon “Taz” Niederauer","Snoop Dogg","Jam On","f90e8b26-9e52-4669-a5c9-e28529c47894","QZESE2000054","The Power of the One","3383f33b-b7a2-4817-bfdc-f22ce1468f7c","XW","2020-10-23"
"654","R. Kelly","R. Kelly","R. Kelly","R Kelly","Religious Love","c2d25856-a09a-4d15-b404-77dd19c19e63","GBAHK9500193","R. Kelly","1ae0c2aa-45a1-4791-89e5-da1799f9f19d","US","1995-11-14"
"655","R. Kelly","R. Kelly","R. Kelly","R Kelly","Religious Love","c2d25856-a09a-4d15-b404-77dd19c19e63","GBAHK9600242","R. Kelly","1ae0c2aa-45a1-4791-89e5-da1799f9f19d","US","1995-11-14"
"656","Whitney Houston & Mariah Carey","Teddy Pendergrass","Teddy Pendergrass duet with Whitney Houston","Whitney Houston","Hold Me","0307edfc-437c-4b48-8700-80680e66a228","USAR18500149","Love Language","0b93ee82-f37a-405b-bcd4-627e2fdf9f43","US","1984-05-21"
"657","Whitney Houston & Mariah Carey","Teddy Pendergrass","Teddy Pendergrass duet with Whitney Houston","Whitney Houston","Hold Me","0307edfc-437c-4b48-8700-80680e66a228","USEE10180848","Love Language","0b93ee82-f37a-405b-bcd4-627e2fdf9f43","US","1984-05-21"
"658","Alicia Keys","Alicia Keys","Alicia Keys","Alicia Keys","Illusion of Bliss","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","USRC11602385","Here","136719cb-c90a-48d1-8b04-c9a49e5e1fbf","XE","2016-11-04"
"659","Eminem, Dr. Dre & 50 Cent","P!nk","P!nk featuring Eminem","Eminem","Here Comes the Weekend","b95ce3ff-3d05-4e87-9e01-c97b66af13d4","USRC11200793","The Truth About Love","cf9dd5a8-7496-4758-891c-e685578c96a3","AF","2012-09-14"
"660","Elvis Presley","Elvis Presley","Elvis Presley","Elvis Presley","And the Grass Won’t Pay No Mind (take 6 (master track with live vocal))","01809552-4f87-45b0-afff-2c6f0730a3be","USRC11901861","American Sound 1969","d16cf403-18f3-4d1e-8348-0a414efbef18","XW","2019-08-23"
"661","Janet Featuring Missy Elliott, P. Diddy & Carly Simon","Janet Jackson","Janet Jackson","Janet","Intro","6be2828f-6c0d-4059-99d4-fa18acf1a296","USVI20100083","All for You","40549f4b-da2c-482e-b100-cf6932804893","XE","2001-04-23"
"662","Dante Thomas Featuring Pras","Dante Thomas","Dante Thomas","Dante Thomas","Miss California","7d48da7e-5eee-45df-8e89-dfaee2af82c4","USEW20000324","Top 10: Music for the Road","b9887088-2553-4ddb-acf2-81cc1dd8b7f7","DE","2007-12-07"
"663","Thalia Featuring Fat Joe","Jennifer Lopez","Jennifer Lopez feat. Fat Joe","Thalia","Love Don’t Cost a Thing (RJ Schoolyard mix)","a6a4c910-2b22-4a6f-aebe-805b176c47b8","USSM10018909","Love Don’t Cost a Thing","cfc43060-b2f0-4de8-9c60-bf1d55b457b9","US","2001-02-27"
"664","BLACKstreet With Janet","Blackstreet","Blackstreet","BLACKstreet","Taja’s Lude (interlude)","d72d000b-b860-44f4-9ac1-5d82e3fff9a9","USIR19600985","Another Level","5761c1ce-ba80-4aeb-941d-09a7942e803a",NA,"1996-09-09"
"665","Elvis Presley vs JXL","Elvis Presley","Elvis Presley","Elvis Presley vs JXL","How Great Thou Art","01809552-4f87-45b0-afff-2c6f0730a3be","USRC11802301","Where No One Stands Alone","59db127f-7b95-41b2-bd56-f0ba62f1a20b","US","2018-08-10"
"666","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","57 Channels (and Nothin’ On)","70248960-cb53-4ea4-943a-edb18f7d336f","USSM19200509","Human Touch","1cb1a869-7e5b-4b03-a257-ed86258eafeb","XE","1992-03-26"
"667","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","Bruce Springsteen","57 Channels (and Nothin’ On)","70248960-cb53-4ea4-943a-edb18f7d336f","USSM20100463","Human Touch","1cb1a869-7e5b-4b03-a257-ed86258eafeb","XE","1992-03-26"
"668","Erick Sermon Featuring Redman","Erick Sermon","Erick Sermon feat. RJ Payne","Erick Sermon","Payne Intro","7fdb6168-64a8-4b5a-9a6a-e39803e4aec1","CA5KR1924064","Vernia","3cd60465-229b-4574-947f-9cb37c132e61","XW","2019-04-19"
"669","Donna Summer","Donna Summer","Donna Summer","Donna Summer","I’m Free","b60527cc-54f3-4bbe-a01b-dcf34c95ae14","US6R21474421","Cats Without Claws","0dcb656f-d84f-4c6b-b7d6-9ab5ab2acd7a","US","1984-09-11"
"670","Blu Cantrell Featuring Sean Paul","Blu Cantrell","Blu Cantrell","Blu Cantrell","The One","f28cabfc-3cf5-4886-b832-36ab708fbb0a","USAR10100201","So Blu","e7d9a35a-31f2-4eb6-aea0-8fdd69e2639f","US","2001-01-18"
"671","Gorillaz","Gorillaz","Gorillaz","Gorillaz","Dracula","e21857d5-3256-4547-afb3-4b6ded592596","GBAYE0001541","Clint Eastwood","eef12f70-f8fa-447a-a706-9645eb14be65","GB","2001-03-05"
"672","Gorillaz","Gorillaz","Gorillaz","Gorillaz","Dracula","e21857d5-3256-4547-afb3-4b6ded592596","GBAYE0001543","Clint Eastwood","eef12f70-f8fa-447a-a706-9645eb14be65","GB","2001-03-05"
"673","Ricky Martin","Ricky Martin","Ricky Martin & Pedro Capó","Ricky Martin","Cae de una","70ea63ea-70dc-4b63-951a-2c249d2b3b0a","USSD12000151","PAUSA","af48a913-5a28-4ddd-b073-bbb2ee7e8b43","AF","2020-05-28"
