"Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word"
"Lil Bow Wow Featuring Jagged Edge","Puppy Love",7,"Puppy Love","Lil","Edge"
"Lil Bow Wow Featuring Jagged Edge & Fundisha","Thank You",5,"Thank You","Lil","Fundisha"
"Lil Bow Wow Featuring Xscape","Bounce With Me",20,"Bounce With Me","Lil","Xscape"
"Lil Jon & The East Side Boyz Featuring Lil Scrappy","What U Gon' Do",8,"What U Gon' Do","Lil","Scrappy"
"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte","Bia' Bia'",3,"Bia' Bia'","Lil","Whyte"
"Lil Jon & The East Side Boyz Featuring Usher & Ludacris","Lovers And Friends",5,"Lovers And Friends","Lil","Ludacris"
"Lil Jon & The East Side Boyz Featuring Ying Yang Twins","Get Low",45,"Get Low","Lil","Twins"
"Lil Scrappy","No Problem",20,"No Problem","Lil","Scrappy"
"Lil Wayne","Go D.J.",13,"Go D.J.","Lil","Wayne"
"Lil Wayne","Way Of Life",12,"Way Of Life","Lil","Wayne"
"Lila McCann","With You",19,"With You","Lila","McCann"
"Limp Bizkit","Behind Blue Eyes",11,"Behind Blue Eyes","Limp","Bizkit"
"Limp Bizkit","My Way",14,"My Way","Limp","Bizkit"
"Limp Bizkit","Nookie",11,"Nookie","Limp","Bizkit"
"Limp Bizkit","Re-arranged",18,"Re-arranged","Limp","Bizkit"
"Limp Bizkit","Rollin'",17,"Rollin'","Limp","Bizkit"
"Limp Bizkit Featuring Method Man","N 2 Gether Now",11,"N 2 Gether Now","Limp","Man"
"Linkin Park","Breaking The Habit",20,"Breaking The Habit","Linkin","Park"
"Linkin Park","Crawling",20,"Crawling","Linkin","Park"
"Linkin Park","Faint",20,"Faint","Linkin","Park"
"Linkin Park","In The End",38,"In The End","Linkin","Park"
"Linkin Park","Lying From You",18,"Lying From You","Linkin","Park"
"Linkin Park","Numb",32,"Numb","Linkin","Park"
"Linkin Park","One Step Closer",17,"One Step Closer","Linkin","Park"
"Linkin Park","Somewhere I Belong",20,"Somewhere I Belong","Linkin","Park"
"Lionel Richie","Angel",18,"Angel","Lionel","Richie"
"Lionel Richie","Just For You",17,"Just For You","Lionel","Richie"
"Lit","My Own Worst Enemy",20,"My Own Worst Enemy","Lit","Lit"
"Live","Heaven",20,"Heaven","Live","Live"
"Live","The Dolphin's Cry",10,"The Dolphin's Cry","Live","Live"
"Liz Phair","Why Can't I?",20,"Why Can't I?","Liz","Phair"
"LL Cool J","Headsprung",20,"Headsprung","LL","J"
"LL Cool J","Imagine That",2,"Imagine That","LL","J"
"LL Cool J","Luv U Better",22,"Luv U Better","LL","J"
"LL Cool J Featuring 7 Aurelius","Hush",14,"Hush","LL","Aurelius"
"LL Cool J Featuring Amerie","Paradise",15,"Paradise","LL","Amerie"
"Lloyd Banks","On Fire",20,"On Fire","Lloyd","Banks"
"Lloyd Banks Featuring Avant","Karma",6,"Karma","Lloyd","Avant"
"Lloyd Featuring Ashanti","Southside",20,"Southside","Lloyd","Ashanti"
"Lonestar","Amazed",55,"Amazed","Lonestar","Lonestar"
"Lonestar","I'm Already There",20,"I'm Already There","Lonestar","Lonestar"
"Lonestar","Let's Be Us Again",20,"Let's Be Us Again","Lonestar","Lonestar"
"Lonestar","Mr. Mom",15,"Mr. Mom","Lonestar","Lonestar"
"Lonestar","My Front Porch Looking In",22,"My Front Porch Looking In","Lonestar","Lonestar"
"Lonestar","Not A Day Goes By",17,"Not A Day Goes By","Lonestar","Lonestar"
"Lonestar","Smile",20,"Smile","Lonestar","Lonestar"
"Lonestar","Tell Her",20,"Tell Her","Lonestar","Lonestar"
"Lonestar","Unusually Unusual",5,"Unusually Unusual","Lonestar","Lonestar"
"Lonestar","Walking In Memphis",11,"Walking In Memphis","Lonestar","Lonestar"
"Lonestar","What About Now",20,"What About Now","Lonestar","Lonestar"
"Lonestar","With Me",15,"With Me","Lonestar","Lonestar"
"Loon Featuring Kelis","How You Want That",6,"How You Want That","Loon","Kelis"
"Los Lonely Boys","Heaven",30,"Heaven","Los","Boys"
"Lostprophets","Last Train Home",6,"Last Train Home","Lostprophets","Lostprophets"
"Lou Bega","Mambo No. 5 (A Little Bit Of...)",22,"Mambo No. 5 ","Lou","Bega"
"Lou Bega","Tricky, Tricky",3,"Tricky, Tricky","Lou","Bega"
"Lucy Pearl","Dance Tonight",19,"Dance Tonight","Lucy","Pearl"
"Ludacris","Act A Fool",11,"Act A Fool","Ludacris","Ludacris"
"Ludacris","Diamond In The Back",3,"Diamond In The Back","Ludacris","Ludacris"
"Ludacris","Get Back",6,"Get Back","Ludacris","Ludacris"
"Ludacris","Roll Out (My Business)",21,"Roll Out ","Ludacris","Ludacris"
"Ludacris","Southern Hospitality",20,"Southern Hospitality","Ludacris","Ludacris"
"Ludacris","Splash Waterfalls",21,"Splash Waterfalls","Ludacris","Ludacris"
"Ludacris Featuring Mystikal & Infamous 2.0","Move B***h",23,"Move B***h","Ludacris","0"
"Ludacris Featuring Nate Dogg","Area Codes",17,"Area Codes","Ludacris","Dogg"
"Ludacris Featuring Shawnna","Stand Up",28,"Stand Up","Ludacris","Shawnna"
"Ludacris Featuring Shawnna","What's Your Fantasy",22,"What's Your Fantasy","Ludacris","Shawnna"
"Ludacris Featuring Sleepy Brown","Saturday (Oooh! Ooooh!)",20,"Saturday ","Ludacris","Brown"
"Ludacris, LL Cool J & Keith Murray","Fatty Girl",14,"Fatty Girl","Ludacris","Murray"
"Lumidee","Never Leave You - Uh Ooh, Uh Oooh!",20,"Never Leave You - Uh Ooh, Uh Oooh!","Lumidee","Lumidee"
"Luther Vandross","Dance With My Father",20,"Dance With My Father","Luther","Vandross"
"Luther Vandross","I'd Rather",20,"I'd Rather","Luther","Vandross"
"Luther Vandross","Take You Out",17,"Take You Out","Luther","Vandross"
"M.V.P. (Most Valuable Playas) Featuring Stagga Lee","Roc Ya Body ""Mic Check 1,2""",8,"Roc Ya Body ""Mic Check 1,2""","M","Lee"
"M2M","Don't Say You Love Me",12,"Don't Say You Love Me","M2M","M2M"
"M2M","Mirror Mirror",18,"Mirror Mirror","M2M","M2M"
"Macy Gray","I Try",27,"I Try","Macy","Gray"
"Madison Avenue","Don't Call Me Baby",20,"Don't Call Me Baby","Madison","Avenue"
"Madonna","American Life",8,"American Life","Madonna","Madonna"
"Madonna","American Pie",9,"American Pie","Madonna","Madonna"
"Madonna","Beautiful Stranger",19,"Beautiful Stranger","Madonna","Madonna"
"Madonna","Die Another Day",17,"Die Another Day","Madonna","Madonna"
"Madonna","Don't Tell Me",21,"Don't Tell Me","Madonna","Madonna"
"Madonna","Music",24,"Music","Madonna","Madonna"
"Madonna","Nothing Really Matters",2,"Nothing Really Matters","Madonna","Madonna"
"Madonna","The Power Of Good-Bye",8,"The Power Of Good-Bye","Madonna","Madonna"
"Madonna","What It Feels Like For A Girl",10,"What It Feels Like For A Girl","Madonna","Madonna"
"Mandy Moore","Candy",20,"Candy","Mandy","Moore"
"Mandy Moore","I Wanna Be With You",17,"I Wanna Be With You","Mandy","Moore"
"Mannie Fresh","Real Big",10,"Real Big","Mannie","Fresh"
"Marc Anthony","I've Got You",14,"I've Got You","Marc","Anthony"
"Marc Anthony","I Need To Know",40,"I Need To Know","Marc","Anthony"
"Marc Anthony","My Baby You",20,"My Baby You","Marc","Anthony"
"Marc Anthony","You Sang To Me",32,"You Sang To Me","Marc","Anthony"
"Marc Nelson","15 Minutes",16,"15 Minutes","Marc","Nelson"
"Maria Mena","You're The Only One",4,"You're The Only One","Maria","Mena"
"Mariah Carey","All I Want For Christmas Is You",1,"All I Want For Christmas Is You","Mariah","Carey"
"Mariah Carey","I Still Believe",20,"I Still Believe","Mariah","Carey"
"Mariah Carey","Never Too Far/Hero Medley",3,"Never Too Far/Hero Medley","Mariah","Carey"
"Mariah Carey","Through The Rain",9,"Through The Rain","Mariah","Carey"
"Mariah Carey Featuring Cameo","Loverboy",14,"Loverboy","Mariah","Cameo"
"Mariah Carey Featuring Jay-Z","Heartbreaker",20,"Heartbreaker","Mariah","Z"
"Mariah Carey Featuring Joe & 98 Degrees","Thank God I Found You",20,"Thank God I Found You","Mariah","Degrees"
"Mariah Carey Featuring Snoop Dogg","Crybaby",7,"Crybaby","Mariah","Dogg"
"Mario","Braid My Hair",8,"Braid My Hair","Mario","Mario"
"Mario","Just A Friend 2002",21,"Just A Friend 2002","Mario","Mario"
"Mario","Let Me Love You",10,"Let Me Love You","Mario","Mario"
"Mario Winans Featuring Enya & P. Diddy","I Don't Wanna Know",30,"I Don't Wanna Know","Mario","Diddy"
"Mark Chesnutt","I Don't Want To Miss A Thing",18,"I Don't Want To Miss A Thing","Mark","Chesnutt"
"Mark Chesnutt","She Was",11,"She Was","Mark","Chesnutt"
"Mark McGuinn","Mrs. Steven Rudy",15,"Mrs. Steven Rudy","Mark","McGuinn"
"Mark Wills","19 Somethin'",20,"19 Somethin'","Mark","Wills"
"Mark Wills","Back At One",20,"Back At One","Mark","Wills"
"Mark Wills","Don't Laugh At Me",1,"Don't Laugh At Me","Mark","Wills"
"Mark Wills","She's In Love",10,"She's In Love","Mark","Wills"
"Mark Wills","Wish You Were Here",20,"Wish You Were Here","Mark","Wills"
"Maroon 5","Harder To Breathe",22,"Harder To Breathe","Maroon","5"
"Maroon 5","She Will Be Loved",23,"She Will Be Loved","Maroon","5"
"Maroon 5","This Love",43,"This Love","Maroon","5"
"Marques Houston","That Girl",7,"That Girl","Marques","Houston"
"Marques Houston Featuring Jermaine ""JD"" Dupri","Pop That Booty",9,"Pop That Booty","Marques","Dupri"
"Marques Houston Featuring Joe Budden & Pied Piper","Clubbin",20,"Clubbin","Marques","Piper"
"Martina McBride","Blessed",20,"Blessed","Martina","McBride"
"Martina McBride","Concrete Angel",19,"Concrete Angel","Martina","McBride"
"Martina McBride","How Far",8,"How Far","Martina","McBride"
"Martina McBride","I Love You",20,"I Love You","Martina","McBride"
"Martina McBride","In My Daughter's Eyes",16,"In My Daughter's Eyes","Martina","McBride"
"Martina McBride","Love's The Only House",20,"Love's The Only House","Martina","McBride"
"Martina McBride","There You Are",13,"There You Are","Martina","McBride"
"Martina McBride","This One's For The Girls",20,"This One's For The Girls","Martina","McBride"
"Martina McBride","Whatever You Say",20,"Whatever You Say","Martina","McBride"
"Martina McBride","When God-Fearin' Women Get The Blues",10,"When God-Fearin' Women Get The Blues","Martina","McBride"
"Martina McBride","Where Would You Be",16,"Where Would You Be","Martina","McBride"
"Martina McBride","Wrong Again",5,"Wrong Again","Martina","McBride"
"Mary Chapin Carpenter","Almost Home",7,"Almost Home","Mary","Carpenter"
"Mary J. Blige","All That I Can Say",14,"All That I Can Say","Mary","Blige"
"Mary J. Blige","Deep Inside",15,"Deep Inside","Mary","Blige"
"Mary J. Blige","Family Affair",41,"Family Affair","Mary","Blige"
"Mary J. Blige","Give Me You",9,"Give Me You","Mary","Blige"
"Mary J. Blige","No More Drama",20,"No More Drama","Mary","Blige"
"Mary J. Blige","Ooh!",12,"Ooh!","Mary","Blige"
"Mary J. Blige Featuring Eve","Not Today",10,"Not Today","Mary","Eve"
"Mary J. Blige Featuring Ja Rule","Rainy Dayz",20,"Rainy Dayz","Mary","Rule"
"Mary J. Blige Featuring Method Man","Love At 1st Sight",13,"Love At 1st Sight","Mary","Man"
"Mary Mary","Shackles (Praise You)",20,"Shackles ","Mary","Mary"
"Mase","Welcome Back",12,"Welcome Back","Mase","Mase"
"Mase Featuring P. Diddy","Breathe, Stretch, Shake",16,"Breathe, Stretch, Shake","Mase","Diddy"
"Master P","Souljas",1,"Souljas","Master","P"
"Master P Featuring D.I.G.","Step To This",3,"Step To This","Master","Master P Featuring D.I.G."
"Master P Featuring Weebie","Ooohhhwee",11,"Ooohhhwee","Master","Weebie"
"matchbox 20","Back 2 Good",27,"Back 2 Good","matchbox","20"
"matchbox twenty","Bent",39,"Bent","matchbox","twenty"
"matchbox twenty","Bright Lights",21,"Bright Lights","matchbox","twenty"
"matchbox twenty","Disease",20,"Disease","matchbox","twenty"
"matchbox twenty","If You're Gone",42,"If You're Gone","matchbox","twenty"
"matchbox twenty","Mad Season",20,"Mad Season","matchbox","twenty"
"matchbox twenty","Unwell",54,"Unwell","matchbox","twenty"
"Maxwell","Fortunate",25,"Fortunate","Maxwell","Maxwell"
"Maxwell","Lifetime",20,"Lifetime","Maxwell","Maxwell"
"Maxwell","This Woman's Work",15,"This Woman's Work","Maxwell","Maxwell"
"Melissa Etheridge","Angels Would Fall",11,"Angels Would Fall","Melissa","Etheridge"
"Memphis Bleek Featuring Jay-Z & Missy Elliott","Is That Your Chick",13,"Is That Your Chick","Memphis","Elliott"
"Mercedes Featuring Master P","It's Your Thing",4,"It's Your Thing","Mercedes","P"
"MercyMe","I Can Only Imagine",18,"I Can Only Imagine","MercyMe","MercyMe"
"Metallica","I Disappear",20,"I Disappear","Metallica","Metallica"
"Metallica","No Leaf Clover",10,"No Leaf Clover","Metallica","Metallica"
"Method Man & Redman","Part II",12,"Part II","Method","Redman"
"Method Man Featuring D'Angelo","Break Ups 2 Make Ups",2,"Break Ups 2 Make Ups","Method","Angelo"
"Mia X Featuring Charlie Wilson","Whatcha Wanna Do?",2,"Whatcha Wanna Do?","Mia","Wilson"
"Michael Jackson","Butterflies",20,"Butterflies","Michael","Jackson"
"Michael Jackson","One More Chance",5,"One More Chance","Michael","Jackson"
"Michael Jackson","You Rock My World",20,"You Rock My World","Michael","Jackson"
"Michelle Branch","All You Wanted",28,"All You Wanted","Michelle","Branch"
"Michelle Branch","Are You Happy Now?",20,"Are You Happy Now?","Michelle","Branch"
"Michelle Branch","Breathe",18,"Breathe","Michelle","Branch"
"Michelle Branch","Everywhere",20,"Everywhere","Michelle","Branch"
"Michelle Branch","Goodbye To You",20,"Goodbye To You","Michelle","Branch"
"Mikaila","So In Love With Two",16,"So In Love With Two","Mikaila","Mikaila"
"Mint Condition","If You Love Me",20,"If You Love Me","Mint","Condition"
"Mis-Teeq","Scandalous",16,"Scandalous","Mis","Teeq"
"Missy ""Misdemeanor"" Elliott","Get Ur Freak On",24,"Get Ur Freak On","Missy","Elliott"
"Missy ""Misdemeanor"" Elliott","One Minute Man",21,"One Minute Man","Missy","Elliott"
"Missy ""Misdemeanor"" Elliott","P***ycat",5,"P***ycat","Missy","Elliott"
"Missy ""Misdemeanor"" Elliott","She's A Bitch",6,"She's A Bitch","Missy","Elliott"
"Missy ""Misdemeanor"" Elliott","Work It",25,"Work It","Missy","Elliott"
"Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole","All N My Grill",14,"All N My Grill","Missy","Nicole"
"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet","Take Away",20,"Take Away","Missy","Tweet"
"Missy ""Misdemeanor"" Elliott Featuring Ludacris","Gossip Folks",20,"Gossip Folks","Missy","Ludacris"
"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip","Hot Boyz",21,"Hot Boyz","Missy","Tip"
"Missy Elliott","I'm Really Hot",10,"I'm Really Hot","Missy","Elliott"
"Missy Elliott","Pass That Dutch",15,"Pass That Dutch","Missy","Elliott"
"Mo Thugs Family Featuring Bone Thugs-N-Harmony","Ghetto Cowboy",14,"Ghetto Cowboy","Mo","Harmony"
"Mobb Deep","Got It Twisted",20,"Got It Twisted","Mobb","Deep"
"Mobb Deep Featuring 112","Hey Luv (Anything)",15,"Hey Luv ","Mobb","112"
"Mobb Deep Featuring Vita & Noyd","Burn",2,"Burn","Mobb","Noyd"
"Moby Featuring Gwen Stefani","South Side",32,"South Side","Moby","Stefani"
"Modest Mouse","Float On",20,"Float On","Modest","Mouse"
"Modjo","Lady (Hear Me Tonight)",19,"Lady ","Modjo","Modjo"
"Monchy & Alexandra","Perdidos",1,"Perdidos","Monchy","Alexandra"
"Monica","All Eyez On Me",7,"All Eyez On Me","Monica","Monica"
"Monica","Angel Of Mine",26,"Angel Of Mine","Monica","Monica"
"Monica","Just Another Girl",13,"Just Another Girl","Monica","Monica"
"Monica","Knock Knock",18,"Knock Knock","Monica","Monica"
"Monica","So Gone",22,"So Gone","Monica","Monica"
"Monica","The First Night",3,"The First Night","Monica","Monica"
"Monica","U Should've Known Better",20,"U Should've Known Better","Monica","Monica"
"Monifah","Touch It",5,"Touch It","Monifah","Monifah"
"Montell Jordan","Get It On Tonite",32,"Get It On Tonite","Montell","Jordan"
"Montell Jordan","I Can Do That",2,"I Can Do That","Montell","Jordan"
"Montgomery Gentry","Daddy Won't Sell The Farm",6,"Daddy Won't Sell The Farm","Montgomery","Gentry"
"Montgomery Gentry","Hell Yeah",20,"Hell Yeah","Montgomery","Gentry"
"Montgomery Gentry","Hillbilly Shoes",11,"Hillbilly Shoes","Montgomery","Gentry"
"Montgomery Gentry","If You Ever Stop Loving Me",20,"If You Ever Stop Loving Me","Montgomery","Gentry"
"Montgomery Gentry","Lonely And Gone",19,"Lonely And Gone","Montgomery","Gentry"
"Montgomery Gentry","My Town",20,"My Town","Montgomery","Gentry"
"Montgomery Gentry","She Couldn't Change Me",21,"She Couldn't Change Me","Montgomery","Gentry"
"Montgomery Gentry","Speed",20,"Speed","Montgomery","Gentry"
"Mos Def & Pharoahe Monch Featuring Nate Dogg","Oh No",12,"Oh No","Mos","Dogg"
"Mr. C The Slide Man","Cha-Cha Slide",10,"Cha-Cha Slide","Mr","Man"
"Mr. Cheeks","Lights, Camera, Action!",30,"Lights, Camera, Action!","Mr","Cheeks"
"Mr. Vegas","Pull Up",2,"Pull Up","Mr","Vegas"
"Ms. Jade","Feel The Girl",4,"Feel The Girl","Ms","Jade"
"Mulberry Lane","Harmless",3,"Harmless","Mulberry","Lane"
"Murphy Lee Featuring Jermaine Dupri","Wat Da Hook Gon Be",20,"Wat Da Hook Gon Be","Murphy","Dupri"
"Musiq","dontchange",26,"dontchange","Musiq","Musiq"
"Musiq","Forthenight",17,"Forthenight","Musiq","Musiq"
"Musiq","halfcrazy",25,"halfcrazy","Musiq","Musiq"
"Musiq","Just Friends (Sunny)",20,"Just Friends ","Musiq","Musiq"
"Musiq","whoknows",13,"whoknows","Musiq","Musiq"
"Musiq Soulchild","Love",21,"Love","Musiq","Soulchild"
"Musiq Soulchild Featuring Ayana","Girl Next Door",8,"Girl Next Door","Musiq","Ayana"
"Mya","Case Of The Ex (Whatcha Gonna Do)",30,"Case Of The Ex ","Mya","Mya"
"Mya","Fallen",12,"Fallen","Mya","Mya"
"Mya","Free",16,"Free","Mya","Mya"
"Mya","My First Night With You",14,"My First Night With You","Mya","Mya"
"Mya","My Love Is Like... Wo",20,"My Love Is Like... Wo","Mya","Mya"
"Mya Featuring Jadakiss","Best Of Me",17,"Best Of Me","Mya","Jadakiss"
"Mynt Featuring Kim Sozzi","How Did You Know?",2,"How Did You Know?","Mynt","Sozzi"
"Mystikal","Bouncin' Back (Bumpin' Me Against The Wall)",20,"Bouncin' Back ","Mystikal","Mystikal"
"Mystikal","Shake Ya Ass",20,"Shake Ya Ass","Mystikal","Mystikal"
"Mystikal Featuring Nivea","Danger (Been So Long)",20,"Danger ","Mystikal","Nivea"
"N.O.R.E.","Nothin'",24,"Nothin'","N","N.O.R.E."
"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato","Oye Mi Canto",18,"Oye Mi Canto","N","Mato"
"Nappy Roots","Awnaw",20,"Awnaw","Nappy","Roots"
"Nappy Roots","Roun' The Globe",4,"Roun' The Globe","Nappy","Roots"
"Nappy Roots Featuring Anthony Hamilton","Po' Folks",23,"Po' Folks","Nappy","Hamilton"
"Nas","Got Ur Self A...",19,"Got Ur Self A...","Nas","Nas"
"Nas","I Can",20,"I Can","Nas","Nas"
"Nas","Made You Look",13,"Made You Look","Nas","Nas"
"Nas","Nas Is Like",4,"Nas Is Like","Nas","Nas"
"Nas","NAStradamus",6,"NAStradamus","Nas","Nas"
"Nas","One Mic",13,"One Mic","Nas","Nas"
"NAS Featuring Ginuwine","You Owe Me",16,"You Owe Me","NAS","Ginuwine"
"Nas Featuring Olu Dara","Bridging The Gap",4,"Bridging The Gap","Nas","Dara"
"Nas Featuring Puff Daddy","Hate Me Now",8,"Hate Me Now","Nas","Daddy"
"Natalie Imbruglia","Wrong Impression",8,"Wrong Impression","Natalie","Imbruglia"
"Naughty By Nature Featuring 3LW","Feels Good (Don't Worry Bout A Thing)",20,"Feels Good ","Naughty","3LW"
"Naughty By Nature Featuring Zhane","Jamboree",17,"Jamboree","Naughty","Zhane"
"NB Ridaz Featuring Angelina","Runaway",4,"Runaway","NB","Angelina"
"NB Ridaz Featuring Gemini","So Fly",10,"So Fly","NB","Gemini"
"Nelly","#1",20,"#1","Nelly","Nelly"
"Nelly","(Hot S**t) Country Grammar",34," Country Grammar","Nelly","Nelly"
"Nelly","E.I.",20,"E.I.","Nelly","Nelly"
"Nelly","Flap Your Wings",11,"Flap Your Wings","Nelly","Nelly"
"Nelly","Hot In Herre",26,"Hot In Herre","Nelly","Nelly"
"Nelly","Pimp Juice",7,"Pimp Juice","Nelly","Nelly"
"Nelly","Work It (Reinvention)",5,"Work It ","Nelly","Nelly"
"Nelly & Christina Aguilera","Tilt Ya Head Back",6,"Tilt Ya Head Back","Nelly","Aguilera"
"Nelly Featuring City Spud","Ride Wit Me",29,"Ride Wit Me","Nelly","Spud"
"Nelly Featuring Jaheim","My Place",20,"My Place","Nelly","Jaheim"
"Nelly Featuring Kelly Rowland","Dilemma",29,"Dilemma","Nelly","Rowland"
"Nelly Featuring Kyjuan, Ali & Murphy Lee","Air Force Ones",20,"Air Force Ones","Nelly","Lee"
"Nelly Featuring Tim McGraw","Over And Over",11,"Over And Over","Nelly","McGraw"
"Nelly Furtado","I'm Like A Bird",24,"I'm Like A Bird","Nelly","Furtado"
"Nelly Furtado","Turn Off The Light",25,"Turn Off The Light","Nelly","Furtado"
"Nelly, P. Diddy & Murphy Lee","Shake Ya Tailfeather",30,"Shake Ya Tailfeather","Nelly","Lee"
"New Edition","Hot 2Nite",12,"Hot 2Nite","New","Edition"
"New Found Glory","My Friends Over You",6,"My Friends Over You","New","Glory"
"New Radicals","You Get What You Give",16,"You Get What You Give","New","Radicals"
"NewSong","The Christmas Shoes",2,"The Christmas Shoes","NewSong","NewSong"
"Next","Too Close",7,"Too Close","Next","Next"
"Next","Wifey",21,"Wifey","Next","Next"
"Nick Cannon Featuring B2K","Feelin' Freaky",3,"Feelin' Freaky","Nick","B2K"
"Nick Cannon Featuring R. Kelly","Gigolo",20,"Gigolo","Nick","Kelly"
"Nickelback","Feelin' Way Too Damn Good",16,"Feelin' Way Too Damn Good","Nickelback","Nickelback"
"Nickelback","Figured You Out",19,"Figured You Out","Nickelback","Nickelback"
"Nickelback","How You Remind Me",49,"How You Remind Me","Nickelback","Nickelback"
"Nickelback","Someday",50,"Someday","Nickelback","Nickelback"
"Nickelback","Too Bad",20,"Too Bad","Nickelback","Nickelback"
"Nina Sky Featuring Jabba","Move Ya Body",26,"Move Ya Body","Nina","Jabba"
"Nine Days","Absolutely (Story Of A Girl)",27,"Absolutely ","Nine","Days"
"Nine Days","If I Am",5,"If I Am","Nine","Days"
"Nine Inch Nails","The Day The World Went Away",5,"The Day The World Went Away","Nine","Nails"
"Nirvana","You Know You're Right",20,"You Know You're Right","Nirvana","Nirvana"
"Nitty","Nasty Girl",9,"Nasty Girl","Nitty","Nitty"
"Nivea","Don't Mess With The Radio",3,"Don't Mess With The Radio","Nivea","Nivea"
"Nivea","Laundromat",9,"Laundromat","Nivea","Nivea"
"Nivea Featuring Brian & Brandon Casey","Don't Mess With My Man",36,"Don't Mess With My Man","Nivea","Casey"
"Nivea Featuring Lil Jon & YoungBloodZ","Okay",1,"Okay","Nivea","YoungBloodZ"
"No Doubt","Hella Good",20,"Hella Good","No","Doubt"
"No Doubt","It's My Life",28,"It's My Life","No","Doubt"
"No Doubt","Running",6,"Running","No","Doubt"
"No Doubt","Simple Kind Of Life",13,"Simple Kind Of Life","No","Doubt"
"No Doubt Featuring Bounty Killer","Hey Baby",20,"Hey Baby","No","Killer"
"No Doubt Featuring Lady Saw","Underneath It All",30,"Underneath It All","No","Saw"
"Norah Jones","Don't Know Why",31,"Don't Know Why","Norah","Jones"
"Nu Flavor","3 Little Words",9,"3 Little Words","Nu","Flavor"
"O-Town","All Or Nothing",20,"All Or Nothing","O","Town"
"O-Town","Liquid Dreams",12,"Liquid Dreams","O","Town"
"O-Town","These Are The Days",5,"These Are The Days","O","Town"
"Oakenfold Featuring Shifty Shellshock","Starry Eyed Surprise",8,"Starry Eyed Surprise","Oakenfold","Shellshock"
"Obie Trice","Got Some Teeth",11,"Got Some Teeth","Obie","Trice"
"Obie Trice Featuring Nate Dogg","The Set Up",4,"The Set Up","Obie","Dogg"
"Ol' Dirty Bastard Featuring Kelis","Got Your Money",20,"Got Your Money","Ol","Kelis"
"Olivia","Bizounce",14,"Bizounce","Olivia","Olivia"
"Orgy","Blue Monday",20,"Blue Monday","Orgy","Orgy"
"Our Lady Peace","Somewhere Out There",20,"Somewhere Out There","Our","Peace"
"OutKast","Hey Ya!",32,"Hey Ya!","OutKast","OutKast"
"OutKast","Ms. Jackson",23,"Ms. Jackson","OutKast","OutKast"
"OutKast","Rosa Parks",13,"Rosa Parks","OutKast","OutKast"
"OutKast","Roses",21,"Roses","OutKast","OutKast"
"OutKast","So Fresh, So Clean",20,"So Fresh, So Clean","OutKast","OutKast"
"OutKast Featuring Killer Mike","The Whole World",20,"The Whole World","OutKast","Mike"
"OutKast Featuring Sleepy Brown","The Way You Move",39,"The Way You Move","OutKast","Brown"
"P!nk","Don't Let Me Get Me",21,"Don't Let Me Get Me","P","nk"
"P!nk","Family Portrait",20,"Family Portrait","P","nk"
"P!nk","Get The Party Started",24,"Get The Party Started","P","nk"
"P!nk","Just Like A Pill",20,"Just Like A Pill","P","nk"
"P!nk","Most Girls",27,"Most Girls","P","nk"
"P!nk","There You Go",32,"There You Go","P","nk"
"P!nk","Trouble",4,"Trouble","P","nk"
"P!nk","You Make Me Sick",19,"You Make Me Sick","P","nk"
"P!nk Featuring William Orbit","Feel Good Time",5,"Feel Good Time","P","Orbit"
"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri","I Need A Girl (Part Two)",26,"I Need A Girl ","P","Ruggeri"
"P. Diddy Featuring The Neptunes","Diddy",9,"Diddy","P","Neptunes"
"P. Diddy Featuring Usher & Loon","I Need A Girl (Part One)",23,"I Need A Girl ","P","Loon"
"P. Diddy, Black Rob & Mark Curry","Bad Boy For Life",12,"Bad Boy For Life","P","Curry"
"P.O.D.","Alive",20,"Alive","P","P.O.D."
"P.O.D.","Youth Of The Nation",19,"Youth Of The Nation","P","P.O.D."
"Panjabi MC Featuring Jay-Z","Beware Of The Boys (Mundian To Bach Ke)",12,"Beware Of The Boys ","Panjabi","Z"
"Papa Roach","Getting Away With Murder",10,"Getting Away With Murder","Papa","Roach"
"Papa Roach","Last Resort",20,"Last Resort","Papa","Roach"
"Papa Roach","She Loves Me Not",12,"She Loves Me Not","Papa","Roach"
"Pastor Troy Featuring Ms. Jade","Are We Cuttin'",5,"Are We Cuttin'","Pastor","Jade"
"Pat Green","Wave On Wave",20,"Wave On Wave","Pat","Green"
"Patti LaBelle","New Day",7,"New Day","Patti","LaBelle"
"Patti LaBelle Featuring Ron Isley","Gotta Go Solo",3,"Gotta Go Solo","Patti","Isley"
"Patty Loveless","Can't Get Enough",4,"Can't Get Enough","Patty","Loveless"
"Patty Loveless","Lovin' All Night",10,"Lovin' All Night","Patty","Loveless"
"Patty Loveless","That's The Kind Of Mood I'm In",14,"That's The Kind Of Mood I'm In","Patty","Loveless"
"Paul McCartney","Freedom",2,"Freedom","Paul","McCartney"
